date,record_id,net_profit,revenue,operating_cash_flow,accounts_receivable,dso,budgeted_amount,actual_spend,budget_accuracy_score,internal_csat_score,opex_ratio
2026-04-16,FIN01184,646111.6332559431,3196594.9131193133,627390.3057077144,5985213.213940594,48.486237911142744,3915053.06427081,3224675.3321785,95.79934133381236,4.5742334648062455,0.7608938013823965
2026-04-17,FIN01184,749221.2802332937,3926433.2212744555,717845.8263092509,1992119.1930896956,44.229574469475395,2301904.8847156893,2765933.1473613167,93.94122360748118,4.390934783686643,0.739335116157511
2026-04-18,FIN01184,1021404.1219014705,3970656.7634973335,625349.0082225197,5094085.601193134,40.0257942705977,1065997.6289852608,2732916.97732857,95.14220217720897,5.28764506694743,0.7025027178132551
2026-04-19,FIN01184,800727.6458843598,305148.07729390636,699254.5284104714,10109947.46478317,49.43028356777659,4773168.717805035,2203776.9572681272,94.06080699864427,4.500487723783161,0.7768177245551456
2026-04-20,FIN01184,1142408.9326176427,1783357.2185573303,715195.1945291524,4978275.903373569,47.20137810491719,3399382.990562775,2961573.1145450366,92.93268349147226,5.029238410858946,0.7342056261718652
2026-04-21,FIN01184,721988.0366248753,5004293.85727106,461717.72618317703,11078163.722550739,48.091889845719024,3522893.297905098,2626412.0875775507,89.93367306585719,4.258563769067355,0.8094913939896449
2026-04-22,FIN01184,952356.181025896,1645748.693989665,460906.7503246489,1076640.2184471702,42.081615302853145,3959252.2584223095,4218099.742967418,89.11838160585377,4.638646603248197,0.8135086533534883
2026-04-23,FIN01184,970446.5346060507,1949320.7785929367,913575.220563833,2303087.6474655396,50.188787109961304,3155046.3023351086,6388339.205903684,101.8607826959815,5.059557341839642,0.7428314238756405
2026-04-24,FIN01184,976465.2805897756,4755946.064406773,792463.8290346295,2669787.2464346713,53.732023119200896,1163984.503191243,2491835.0899845227,95.61701392904247,4.519713677515296,0.6354184303579947
2026-04-25,FIN01184,1067599.0723821768,3966195.1482886677,704793.9012437133,2774359.509284664,47.17261723215212,4485542.679338088,1315376.9304213026,95.4464736179307,4.730667297362169,0.7496934608286988
2026-04-26,FIN01184,727565.2512785634,3157991.5580706154,601371.7675846736,8499983.797099553,42.42399222920512,0.0,3706139.1919580163,93.61577207709037,4.353348738963245,0.7996194027438327
2026-04-27,FIN01184,57020.113168264856,3094026.3873851425,528231.1349469263,5229020.905508339,47.04689679074873,2785244.628163278,2896362.885749674,95.63170525980979,4.416106740862344,0.7558669994898639
2026-04-28,FIN01184,1210247.6483647358,1773100.3612701485,825950.2711420074,4254627.5678217625,47.72730566696511,1299139.2450772398,0.0,93.11801997688586,4.307323276672393,0.7454680673590509
2026-04-29,FIN01184,832815.6616795571,4249057.574753244,604508.0038579633,1119143.912654688,58.55578734418971,2542667.6401749663,4086398.3796295347,93.01186038111025,4.604215931312985,0.7271056177782715
2026-04-30,FIN01184,554022.9771371048,3147249.794888777,769040.1097832519,1584826.4622339127,47.59152278443635,2544419.7221454023,3004514.8196564456,95.97655828603435,4.952493097444316,0.7781691105029773
2026-05-01,FIN01184,559670.1080650834,3071473.9170826585,876085.6102345912,4780923.374902819,48.98813081353379,3320104.5731173386,2527555.870878371,96.28935282362713,4.707386824155111,0.8180142922552744
2026-05-02,FIN01184,802671.4433718297,2518562.470161986,638551.3579476527,9271069.692015924,46.98140701745586,2143065.470751734,4072843.833900055,95.41247887628867,4.903691893566032,0.6830180863141537
2026-05-03,FIN01184,633501.5765859256,1466094.7651568495,602388.2848917757,5027949.189405227,67.8042436108803,2336847.2658457877,2103254.783163473,92.9647018826356,4.51488373330806,0.7242749179945429
2026-05-04,FIN01184,1201331.4522012426,2931753.1596121504,494444.9646887196,6334651.084839627,36.09194745706946,1645450.3156826592,2626448.7517681266,92.97329015918393,3.9658086924475118,0.712460981888231
2026-05-05,FIN01184,724226.4953945188,2227332.3715364626,1039263.7460916534,1580729.0789357023,50.04181732221145,2778345.867443355,0.0,95.43316807273898,4.492813052269907,0.8071248933465422
2026-05-06,FIN01184,794511.2631996059,3870777.440698576,382013.97362613725,2345155.2205455815,44.05239676426547,2816250.2097428776,3770123.14728544,101.590167867894,4.661367100062405,0.6908697571991665
2026-05-07,FIN01184,872118.8644453238,3021138.9042914766,655003.113822824,5116884.246054944,52.75456768518923,3502792.982275165,3602875.976861735,97.28025476597539,4.2761116339626835,0.7310189058298363
2026-05-08,FIN01184,764571.7659060302,2054363.5225480646,570574.1685461698,7639243.244051008,39.43133701143484,4940443.4294379,5188431.1625708435,97.07141989777756,5.02890683551908,0.7900169472239528
2026-05-09,FIN01184,999953.4030350953,5762404.497390392,1093898.564770896,3580712.1542111053,38.6231977060116,5544569.417116247,1824955.93280694,91.75389596316796,4.97160934001174,0.8180978035645179
2026-05-10,FIN01184,788297.7785765484,3598262.852115447,797950.1035333712,4625403.0498639075,59.72118895394347,5360798.890562529,4865733.2794186175,94.36181273584431,4.845604969515621,0.7367550228552299
2026-05-11,FIN01184,884428.0786917696,2147156.6130654262,844290.8156269322,0.0,57.80654543932965,2358825.1562343906,3545612.254258203,90.75105830699499,4.76260775725811,0.7172478678543517
2026-05-12,FIN01184,874936.2361303734,4841301.906826803,645084.0283426743,1967203.4221151876,35.059367291651554,1849174.6105246376,2088509.602972501,92.09074807119234,4.653300866570478,0.6594389319567128
2026-05-13,FIN01184,972075.4524063901,3422917.1068626195,838856.5201678318,4274528.702508607,42.28246143806716,4361733.452291464,3540802.1844705874,96.5728837833551,4.406659688257298,0.7069526700447073
2026-05-14,FIN01184,931096.2214476012,3108083.657506706,791428.8258301078,6171451.70296956,52.67063180297636,3426475.364353841,2862315.3426622697,94.69653873302755,5.195072276790732,0.710924724492053
2026-05-15,FIN01184,1428517.513083314,2271683.055029343,345479.37203410047,4723341.89421402,28.199569870600605,2993433.9978373363,2473617.6715263138,93.35797791623231,4.555897836929393,0.8017631579437838
2026-05-16,FIN01184,853254.1154438088,2301461.553052567,879458.4124900291,6048488.55350795,54.27649977281507,1730859.3443649712,3741741.757605736,88.8755573812323,4.552945622264012,0.8382706584281816
2026-05-17,FIN01184,998679.9796983195,3374257.785669365,725119.7505166848,9661940.949799147,52.32013419160435,1680988.317735995,2458262.6412981353,95.3454941373869,4.828021485267586,0.7278113310507757
2026-05-18,FIN01184,1247736.402933726,3868743.3311360385,492772.04861686885,3961092.517747913,42.22415198355045,5078424.25547701,5250959.802547967,94.81226806140326,4.795623568334461,0.8213932790293311
2026-05-19,FIN01184,1075604.7640202895,4329987.262119678,522416.76597336645,2399793.945582703,39.21543633990363,4483576.57709833,3850863.5846485673,90.6810933796423,4.721615324381744,0.7173758330187701
2026-05-20,FIN01184,651827.623130829,3606541.691057149,797771.3992787175,5670043.895172587,34.99824318276294,1581219.4308782127,4252722.395489588,92.35802998942557,4.250829024118273,0.7471973742877434
2026-05-21,FIN01184,989552.8488163168,0.0,674539.9974533352,8106734.469412643,62.70985680405563,4159518.177522137,3833093.905879035,95.98990192453567,4.619569811446447,0.7549254661063041
2026-05-22,FIN01184,417399.5393267703,2242937.636782691,960819.3905227885,4595285.750564024,38.13252052774704,400801.2304770807,1532508.748890714,91.46459432035465,5.044195079073187,0.770476646188136
2026-05-23,FIN01184,639840.3971985357,3793044.0586007526,758266.1770430809,5262361.153581097,31.182164192819528,4137026.8757428145,3915600.0619995194,94.7433721070935,4.13555727310344,0.8760167505708415
2026-05-24,FIN01184,870378.3126454867,2363135.63533479,994217.4206655136,5898443.147700416,51.56200498978868,2167463.1875563,2623794.729068605,98.53232675715489,4.147764577656991,0.8230706202415322
2026-05-25,FIN01184,600336.1290404992,5704067.3314724825,516084.02253511385,5196980.43600676,44.26737715803416,3083352.821885595,1038370.6218890899,89.55795725485672,4.75649901837561,0.7403732200136093
2026-05-26,FIN01184,948099.0215468263,3446018.7422109824,509769.4705517589,4399601.810505656,39.18791292437708,3776104.2817226974,4492485.2380346265,91.39765835402206,4.42387476278233,0.795345627766396
2026-05-27,FIN01184,948460.87501902,5100255.836079881,268708.1655927635,3740320.28229669,53.934906918019756,1755257.056211606,3044169.3119980283,92.50579179620858,4.416344892983473,0.7274288029228267
2026-05-28,FIN01184,1021267.351406169,4003558.7928174594,633255.9116174153,2847981.293958786,61.12328706441994,2417073.6704829726,2794680.842044477,101.31043603989534,4.853750064273486,0.7240114837427372
2026-05-29,FIN01184,454972.931942027,3633125.3099541683,380983.82311257446,5688685.414454298,62.53118272366648,1041256.7995525331,5394923.751183434,97.10010157811911,5.1771448576037065,0.8139470262081671
2026-05-30,FIN01184,531714.3546676938,2173027.7724327752,498524.34303518257,5613608.1765631065,47.73066592102476,3587639.9509710325,2309004.649392042,101.0818562053127,4.601851818158706,0.8490225898272807
2026-05-31,FIN01184,71053.5871381734,1509396.090189265,699810.6865612966,8502587.45892834,43.857439317628085,2220479.8848779104,3713638.328316272,95.09741061239244,4.387204266666519,0.7884529930958017
2026-06-01,FIN01184,528482.7081427611,3811195.0466654142,486788.1911192378,3867931.834211548,30.930365138882685,4442292.244769867,5071844.816015396,91.61845790478216,4.650723771614947,0.7543747990528814
2026-06-02,FIN01184,884240.9771501154,2071507.1506333938,699573.800265275,6601362.794763658,33.33095555836065,4049395.354992578,5051502.605695397,93.74782794181549,4.790081543167767,0.82221834835634
2026-06-03,FIN01184,368633.90229693416,5297738.827784852,855259.7748293851,1814140.3419831432,46.26375243097339,3722313.9208623944,5621751.37125019,92.22504851195247,4.3722097246593,0.7407080520773562
2026-06-04,FIN01184,999205.8559309114,2578724.810147019,818657.2420468802,6948428.379916882,58.11759161682013,6008051.498709669,3786552.514915528,96.20772531364521,4.631867055923393,0.7385856149729343
2026-06-05,FIN01184,527507.306676748,3558841.5544652585,1018429.2166730397,6171041.8278730605,34.053078729204,3187428.199453292,3024576.089241999,101.83012981797812,4.97087429227668,0.6949273598270738
2026-06-06,FIN01184,347224.4111325045,2418679.8851410598,937012.7032994879,1788539.7108263965,34.658049806548874,1886196.8792377124,2961508.046934546,94.9839398082571,4.581758704691052,0.7475580726709876
2026-06-07,FIN01184,301139.87061462447,3108704.825283128,642056.516625742,2035890.3351491275,51.113116913145625,4432460.963079817,3040.4479711623862,94.31500384066929,4.5226636995826945,0.6846367309875072
2026-06-08,FIN01184,1390589.8357561647,3711264.233500338,510659.09127806633,4529208.515206103,54.90971376387468,2532040.6464553624,3290187.822694841,99.63803691341745,4.955948648651301,0.7657389424458981
2026-06-09,FIN01184,248513.7892476616,2459608.2393192686,779810.4323281678,3684040.228263678,36.0322105035878,4726221.371283216,4740492.985804708,91.35471648537879,4.331729329224472,0.7681826444596861
2026-06-10,FIN01184,976023.492861201,6498933.441137974,757584.7155963501,4548537.423449077,40.88054185074982,858509.3817467899,3022695.2900215224,94.31462005882756,4.878660916781329,0.8186332747297808
2026-06-11,FIN01184,478998.63527760975,3897172.9444493297,658967.1264786853,7939037.361199632,52.78872931577122,894638.945665658,4666829.715116855,94.79703748557738,4.583403279343571,0.7273908492280691
2026-06-12,FIN01184,563331.3397033217,2200224.5297804484,361963.89755006233,4937583.584543904,27.596524954778072,5227696.650262848,3763139.7602039683,98.7241768678579,4.3499244899668925,0.7104749913271591
2026-06-13,FIN01184,92817.906210021,4421665.509271324,604769.3747430705,6927662.282881232,47.404785254238995,3995110.078951151,2249279.81806428,90.91547010981304,4.216879017466492,0.7711984151889023
2026-06-14,FIN01184,552064.1561429428,5559139.864288065,760299.6139666092,1399652.1031158147,60.29817666054226,3295844.9811522914,2906713.1151863756,98.88732991123466,4.690554629250921,0.7310241890183663
2026-06-15,FIN01184,676245.3356733525,1273840.9605531911,756790.1683926963,1256237.3912045336,40.993483433092244,4238730.189731802,2980240.7443294795,94.04601910723191,5.003143328046871,0.7658846710049462
2026-06-16,FIN01184,1210249.5776733765,3578217.83578546,564518.3280101984,9973472.52138783,44.4177816100995,995392.8831393374,2885753.3599498426,95.18809703806156,4.312277659867943,0.730291199723642
2026-06-17,FIN01184,834006.6161618255,4744790.280007995,747777.8291563552,3094854.0841264455,46.7067339954329,4176864.3189401175,3664083.274996598,94.32897402159244,4.595872105164543,0.677089038397883
2026-06-18,FIN01184,614064.7678556658,1935390.3477165133,976492.4500076189,4650005.523108943,41.175042075554636,2516257.3502401924,2611996.4499752936,92.29314461764378,4.649772883433933,0.6911802799344283
2026-06-19,FIN01184,1538192.283137389,1337760.1075037904,656038.8764447091,4150863.7640915117,27.1796955374543,3908867.5294060325,1353908.628024665,96.7245070821916,4.342174280038578,0.8491835861317584
2026-06-20,FIN01184,881540.8857417948,1703031.9004008954,713043.1244189749,141712.4319926612,49.51420444553281,3527853.061489141,4273439.348732719,100.28627044749051,4.8295112205660615,0.7198572394325475
2026-06-21,FIN01184,794595.4922526536,3009713.861389306,705767.4367906514,3195491.0300497683,62.355628291967946,3879510.7184350365,4321233.421526192,98.06917171618129,4.814301227455869,0.7119756542392104
2026-06-22,FIN01184,1331049.0428017098,1458866.5321893068,251009.68226554786,5512217.153473779,35.0979086208945,4586641.912582927,3791438.9759549433,92.16553587243514,5.039880683732876,0.7070672209431441
2026-06-23,FIN01184,285169.21540600865,3443863.4895059094,926313.7710367445,0.0,41.50594592867307,3437861.060013234,2428342.1982595706,98.55346245932458,4.382585481924087,0.7612722306474882
2026-06-24,FIN01184,413528.97123241937,3267566.724766714,533977.9563249866,3449435.469261354,27.626943923509447,5163635.246777076,4475088.5547662545,90.98085673240419,4.535912677807904,0.7651805256280892
2026-06-25,FIN01184,472410.7436616668,2388569.0503851576,741787.5891790937,5881080.726418244,43.58873369399315,5506393.054003755,4103583.913910606,97.44737585083224,4.617549513820835,0.7251552963579584
2026-06-26,FIN01184,863189.6488237052,1820631.9638566547,702560.7505457306,6850333.642544277,49.94138358284297,1919327.7566754832,2760561.420250219,95.12853481532508,4.496710882904024,0.7574191942835073
2026-06-27,FIN01184,1006298.6276542931,4447107.577630921,594871.7964142478,4824602.140468451,48.045077766166884,1404370.972320708,2920466.7961618244,92.09404702805091,4.522851089109099,0.7533789552003541
2026-06-28,FIN01184,1017238.5682029973,2883583.3984497953,718943.4790191429,6526902.453083946,54.053735156242,2844608.871179676,4904338.021358656,94.60834527096301,4.543441980051021,0.7707273824757566
2026-06-29,FIN01184,515181.20407303056,4000622.676615526,619886.1196471318,1522208.3101911368,36.69341389333897,2546218.8205304206,1159113.1330830592,101.85014195837587,4.4606890608821725,0.7346722402685589
2026-06-30,FIN01184,630908.7112851273,2144230.3563947235,971248.36670064,6612117.582825865,31.136233292970964,5190450.494080272,764887.0578837045,98.6233851443122,4.531541604439354,0.8149732308263645
2026-07-01,FIN01184,595867.7288284444,1207808.6273694695,658412.3209208233,7445760.90223928,42.41661171523347,1056477.0326319418,1989639.217976118,94.57912921900943,4.714876911065834,0.7461370852038175
2026-07-02,FIN01184,448013.6601840794,3650609.87469352,614001.6134737225,6219907.405007437,29.14101062123428,2205013.3992126826,2655999.9816036,95.68401670558133,4.3256516122847435,0.8430916514527147
2026-07-03,FIN01184,509353.41071526415,1914269.3358566344,313044.82463528094,4158665.6155558317,46.24083042629307,3159577.559579147,2805497.7245122083,95.42967389963002,4.41775010749361,0.6224419526522589
2026-07-04,FIN01184,691729.3273696015,3704144.9476076406,503267.56680118234,5401542.517625529,37.18152034783499,2177969.285512221,4912139.9447662225,94.3137589686487,4.701576999256246,0.8001397471625934
2026-07-05,FIN01184,737629.0582445486,1438267.2774947798,536105.8874074325,3831287.312336052,34.802782493011385,1913398.9506124808,3405168.2135888855,96.18789816807241,4.772736064980098,0.781758089444634
2026-07-06,FIN01184,800899.8198717559,4851065.198889897,943836.1936440277,7941105.0204586405,62.92534528598077,2783322.416469173,3978602.148928894,97.1555234042568,4.138669881374121,0.845659659243173
2026-07-07,FIN01184,1222060.4269553423,1503226.5789744055,175760.9252545663,3586826.8719094964,51.71668647224514,2320643.1849144064,3856092.296942166,97.18891160442027,4.571859088468013,0.7054148428513191
2026-07-08,FIN01184,1488914.8586275782,2928724.420268891,410542.71776112623,6640230.727253508,68.72153582610426,5197898.0973341875,2691432.9213100825,96.58927498867745,4.717786506350869,0.7622167235237792
2026-07-09,FIN01184,68354.88887375419,1300236.764108395,799476.4370708027,6465022.5522681605,57.01813341118023,2720579.7439294364,3807780.5468331184,91.54788968096094,5.0480150366118774,0.781551963216662
2026-07-10,FIN01184,531762.9998679184,3030330.65226078,916789.2537361828,9012449.278575813,59.50858176867441,0.0,4561512.801506442,95.39480577620793,4.442058147616182,0.8177238457142614
2026-07-11,FIN01184,714396.1909964298,2620320.867636055,387834.1215062151,4454167.906422554,30.99209077558059,5246350.5929111615,4374292.266767631,94.61567904398126,4.6137067920560755,0.6079241822550532
2026-07-12,FIN01184,1159850.4907392098,3814369.4093178487,510641.43258743087,3402621.7358975043,21.950007591370277,2726997.803009315,4172118.237068892,96.77097029741073,4.533522137429705,0.7013374770446102
2026-07-13,FIN01184,718727.2798143642,3176035.5605702014,674839.5368920191,1511577.2663908033,46.96688645133688,2836653.1366683533,3412061.261874837,96.54266690858174,4.515333208796401,0.7943445845058464
2026-07-14,FIN01184,1034873.165364529,5636066.832506301,702329.8694767021,7172514.25065146,50.16952585050893,3802734.2949452074,4729812.846155048,93.2701497390974,4.554534574081541,0.7245745134250527
2026-07-15,FIN01184,651188.5268727858,3072882.8880645954,628863.5808819837,699808.9901213096,45.13542452018326,0.0,2978858.9586027553,99.83333563619041,4.336346549394191,0.7067528400391987
2026-07-16,FIN01184,946817.6946962926,3532965.1887369202,731433.1150475286,3867731.6943743695,52.31724950358367,3472417.9155616127,4229022.176039618,95.83968480416458,4.576321359960327,0.6547249603415515
2026-07-17,FIN01184,1180021.1210284287,2353241.845476208,564862.9485256168,553359.6734991502,28.148579658581955,2676384.237915537,3541515.080460734,95.20899753333221,4.655750406527261,0.7968210135324195
2026-07-18,FIN01184,1140139.8904470138,2185228.6476935465,530532.8048251686,497688.8859560443,47.29843777693903,1399309.151714321,3006977.5732774087,94.22886580059709,4.700729755327353,0.8103996581683186
2026-07-19,FIN01184,467019.1705710319,2991395.258558549,519385.53425420355,1833719.7312688036,40.90650747391913,2710083.2067883676,333561.29871459166,94.38172128064232,4.874244053425368,0.6866880853980022
2026-07-20,FIN01184,1347611.2029549517,5870786.944983364,527058.9899259706,2043022.7255622065,33.99266462437016,2741064.3590737665,3240792.484832985,96.0900338856819,4.954035320253633,0.6798356758811214
2026-07-21,FIN01184,1200892.2059337767,5090485.178282579,451615.22984426306,7734027.44094811,44.57407206096796,2420199.595811933,4297204.560342648,90.27120748547155,4.7100851499666705,0.8258440764460413
2026-07-22,FIN01184,224965.26248555363,3130015.158767321,905727.3160301439,805381.9634247222,45.529406319642554,3448061.3482697667,3961191.1396234715,97.50948798539407,4.744483846937991,0.6869163460562432
2026-07-23,FIN01184,904272.2858530596,4184936.6002509072,776903.2119621623,4731540.325867729,30.611610061720377,3218258.2486283258,1553832.7824688454,92.69923913891833,5.118699910484292,0.6833527714947482
2026-07-24,FIN01184,601607.2547667219,3255930.8778205384,950222.628702068,7850062.64009661,35.611817588635795,2759330.783238858,3899986.0400744444,90.6112548910952,4.625104051070661,0.783407946041232
2026-07-25,FIN01184,510502.2224495951,4448982.289476594,710945.3348064831,1810390.2240520911,45.25889619290017,4007427.476835679,2975452.461363443,100.56944808349044,4.274699503050336,0.7223672191371495
2026-07-26,FIN01184,1073666.108783175,3151722.416158392,878174.6418801814,2365317.0435761083,34.92604486112798,1524978.8145681035,3838875.3784502633,95.70574461616218,4.902381001397727,0.7807747735120131
2026-07-27,FIN01184,874862.951745781,2525011.558915224,649501.3483207225,8494818.185755378,57.79439553478948,2841975.895566696,3038260.0404358185,98.66096471608647,4.724451923911116,0.7371525586496696
2026-07-28,FIN01184,1192629.9264952005,2359361.4026516243,792998.8338571528,2713731.4543619575,49.82907798213218,1857083.4865234026,2459372.6895948295,92.97372246546139,4.970028609703185,0.6902532050560015
2026-07-29,FIN01184,596770.782372045,2488821.1635163534,831362.1729888816,2775444.473084235,52.41795721937589,5209962.998287978,1988494.6508815542,91.87750928102119,4.715443113266067,0.8127885597600462
2026-07-30,FIN01184,1050437.5072654781,4649317.168414156,204036.42309763475,4624606.812151442,39.91556083363327,1713312.171901641,3659010.302105964,96.33599568929084,4.312833265295099,0.780640354063542
2026-07-31,FIN01184,191232.090401651,2657851.7032618904,759461.2042621817,4373904.289008019,59.810551479815445,2558550.9508896954,4521589.093615185,93.72776174461865,5.00176794255273,0.7199876973649117
2026-08-01,FIN01184,1244222.4181063958,1859872.693936207,523763.47529297345,5389617.643111312,39.68697755170868,3539210.228425025,4497436.414821648,94.97719174581243,4.27527545334786,0.7135906294112453
2026-08-02,FIN01184,928293.1967670051,893308.9695428624,1062242.9259171397,5054743.614318429,49.517037131259,162109.78605721798,2502243.7848770237,89.60615238639986,4.415439205563969,0.715979433034298
2026-08-03,FIN01184,1794425.630901267,1381233.0482222452,582839.2000761236,2493008.692699998,43.425477703717924,3127639.3831002256,1015490.1068378505,100.86982839683341,4.8115850409014405,0.7295087500132601
2026-08-04,FIN01184,795132.6579883212,5108680.747151744,847643.7225193079,6360250.781798929,48.75325735416803,3372550.4061707086,1668317.9739409653,92.64689049105108,4.980406754399453,0.6500843322016305
2026-08-05,FIN01184,742122.20985184,6299265.208998496,631130.0112799429,2348544.176790811,48.77735220146969,5684336.249021234,4960158.54549083,93.58676176866015,4.700300115396093,0.8119709740978057
2026-08-06,FIN01184,1241147.1780290287,2389139.557049972,732130.5971637307,6768427.473051016,33.379288856415116,2385865.274342343,1773895.3088554624,90.69139892865834,4.483886279225044,0.658161703778761
2026-08-07,FIN01184,1235201.8913386846,3041269.6253525442,576278.2900151877,5262812.438183405,45.99021203634283,5914601.367727022,4325526.559152038,92.5577232434601,3.9914153998110473,0.7663240955543649
2026-08-08,FIN01184,1202287.0443868118,3854011.2950102105,1050160.331881349,4522335.77273612,48.57601125081031,1061511.444391282,5196289.470373342,94.4922202957138,4.564101059683418,0.6554407851339448
2026-08-09,FIN01184,989098.8634919644,3091119.713136168,647389.391503361,8365904.470572015,64.03831159149289,1242719.983641794,4046865.669861534,97.8725791752295,4.485257332818341,0.6916141111233624
2026-08-10,FIN01184,597896.2475647678,694567.3353655837,580589.7685857558,5966018.270410862,47.2756417507283,1864373.8636724844,1940740.0087992384,96.51432196312125,4.697103146326079,0.66031353780215
2026-08-11,FIN01184,1234486.0131729357,4733494.848018077,566557.251270603,6209765.083467457,44.04431913226081,2530982.9364420916,4403722.747557707,87.31750909258741,4.925088216655162,0.8667009229052614
2026-08-12,FIN01184,1037621.0231271448,3859279.239185231,817753.7245130937,3344344.792054458,46.183638565859,830072.5092313713,3398529.734323299,95.03976078135767,4.872127984437557,0.7689964224301317
2026-08-13,FIN01184,0.0,3797264.3339682403,310675.42526852014,6425860.6582158655,47.83228723075343,4541678.233772816,2437603.8227865114,96.29522191220121,4.929579961648289,0.7239975815871798
2026-08-14,FIN01184,710329.3075868677,2628421.320741331,649469.0363580395,4257103.207587963,46.08043341253529,3078504.7015453926,4656203.71916215,96.25534241359873,4.633278391873475,0.7346172390752095
2026-08-15,FIN01184,661031.5583748509,3049121.999556511,647124.8597212121,2884893.0252414094,41.39151042314529,4233350.00255705,2622526.953830039,93.49556716315432,5.046809826870193,0.7483944736339113
2026-08-16,FIN01184,40252.104017627425,3965557.367116037,353837.02549115475,5300223.0664844625,54.2370219867572,2338580.4383147745,2400914.1451842953,94.00205750730134,5.017406803425174,0.7667452868968704
2026-08-17,FIN01184,847398.7620709331,4927716.087808492,719697.7807314721,3896023.9792284304,44.643464942413566,3007562.4531350476,2958529.0825746716,97.86049075131179,3.79999460017879,0.7964108017951124
2026-08-18,FIN01184,497514.2259420299,3034416.8687775005,606682.6863446491,6362654.868480344,42.9938870473204,3223739.1274959566,3013435.8061430994,93.04125320181777,4.984363277351293,0.7409876503038049
2026-08-19,FIN01184,1383616.3024572008,636065.8713678536,747130.9540296737,1908935.2559491717,42.03669899765617,3088325.2496535312,4686327.379634824,94.44004514787488,4.381778349153816,0.7217878850994135
2026-08-20,FIN01184,777544.8970216508,4671985.372970678,509764.88040960423,5106440.364264706,50.08893995240088,3620473.6632376555,3462500.473794989,98.25423589152616,4.710093530759006,0.7254530521688014
2026-08-21,FIN01184,809176.7441149701,2217801.5434975186,647710.9146950486,4338602.36383678,32.114225586457685,4879417.306522628,3642627.5999091053,91.90797552908319,4.722070474579768,0.8662857087958583
2026-08-22,FIN01184,851820.1643327733,1907087.7659005164,572605.8241746408,680521.6574391825,36.454289266820496,3960271.659666874,5297188.650025995,95.81001876136796,4.4992301224718565,0.8078784045147307
2026-08-23,FIN01184,850948.5536689252,2010183.673104912,859584.3598789194,6039871.731086564,48.697635986037085,3400119.7960107904,2896630.5774203767,92.59285197750809,4.469847662379733,0.8034063576587833
2026-08-24,FIN01184,237214.69629606605,2902276.8842583206,1096858.8142337194,7364218.838761428,51.77660606023341,3783018.00307686,1299134.6890994764,92.94643699714186,4.350186452033256,0.805255550144542
2026-08-25,FIN01184,634262.1563383181,2166562.1845925516,1251050.240819499,3311612.33888701,42.179521546375476,2488176.819178463,3690454.362275171,93.92085345453745,4.671266214945777,0.6924292820843913
2026-08-26,FIN01184,1109836.3216172492,1338258.7287206503,720573.932818171,3418045.5052298093,48.000411767952656,4425107.29534395,2229895.120137356,95.72179370456766,4.613396314927873,0.7368848987426692
2026-08-27,FIN01184,382259.2022904769,3039457.7543089343,615120.5530598833,4388703.246496699,27.748499756097264,2091010.6781210764,4071755.900669878,95.42307963856469,4.67953955164859,0.7775798464010328
2026-08-28,FIN01184,442484.8288792493,4126954.2049204046,614836.689630985,3179790.9185965126,46.73777530906246,4208061.730524686,1610629.713671927,93.82288915509184,4.093966732165264,0.7832141145440134
2026-08-29,FIN01184,1595862.0094825667,3181824.9391086875,612518.969082843,2349403.841003038,42.49065654936318,2605162.2675443147,3278645.083581467,98.9286991439105,4.572990823391127,0.8554198455029196
2026-08-30,FIN01184,892212.0427500724,2660514.6145416927,610547.7485397053,2374019.496256956,45.62347998529814,3297790.928256699,1605724.0032346246,93.3070539620158,4.561349326210119,0.7108270491872429
2026-08-31,FIN01184,1099830.2804435762,1459032.8505770997,666118.9410357473,5356708.527761107,49.208016071898314,1267966.9571544186,1757333.7685143568,92.40111420213525,4.155160549095756,0.6979790186798813
2026-09-01,FIN01184,1001887.4192356465,2105777.5846251096,818855.1861929714,1762564.0252484884,33.885747895638076,298916.51119442424,3077617.0545464125,96.68865335885252,4.603102191662113,0.7592156017121365
2026-09-02,FIN01184,1168271.4095028562,2351040.7570961975,667773.8133018609,8040286.668453935,39.53601760860441,1601171.0615090395,918784.1288231243,91.53331530390365,4.242702488496169,0.6981658593024697
2026-09-03,FIN01184,440034.8918437849,5419541.356803506,1034952.0956751602,4069704.87647835,29.645111888314958,1943474.0676327716,1668275.494299068,93.65621359699307,5.041934417371905,0.6665791864819639
2026-09-04,FIN01184,368428.77592342405,34813.44762157556,609675.473750989,5456199.880565554,51.62062873397509,1551473.90064149,4942222.660690712,97.2640443493115,4.546377674415943,0.7019624635942743
2026-09-05,FIN01184,1207978.0322816055,3377018.565361041,236077.47634456493,3194235.037723957,39.94314109145997,3712950.7220061924,3919418.2057185527,96.3980820729104,4.422912716328535,0.7694006865403236
2026-09-06,FIN01184,167187.53965417284,1760364.3389594776,323918.5113166939,1761694.8416835507,40.98995752031663,3796618.7469408717,1544843.3660549559,94.19806952736425,4.471713625771838,0.8325787476463387
2026-09-07,FIN01184,1066305.8043866176,3384536.9979581567,699570.9713588392,1959387.4479844142,44.233901838587784,0.0,2540135.2956128856,99.54789114796466,3.9757228358169927,0.7422457990359227
