date,order_id,driver_id,driver_rating,delivery_status,sla_met,total_order_value,commission_revenue,unexpected_risk_cost,active_jan,active_feb,active_mar,active_current_month,active_last_month,delivery_time,delivery_cost
2026-01-22,ORD01184,DVR0818,4.538818358893752,Success,No,59686.07611719037,6742.405397705228,387.5888702901337,1.2087707681514708,0.93650840234905,0.9327759361421427,1.0,0.0,44.38702840923167,8049.142631857839
2026-01-23,ORD01184,DVR0818,4.499045766380797,Success,No,48028.25517578666,8410.791156449413,5721.016893300137,0.9110000068804283,0.9269171574938484,1.0393258964185002,1.0,0.12322666236982471,39.101945072950286,8493.62602306338
2026-01-24,ORD01184,DVR0818,4.705361562372881,Success,No,31014.780862776675,13012.04184547691,2626.1396517597495,1.3282604684761057,0.9537070570662444,1.288909913656075,1.0,1.1248086402108874,45.0304701848447,8545.087072688939
2026-01-25,ORD01184,DVR0818,4.587625298344173,Success,No,58181.6788920558,7264.153612135355,104.62860783003768,0.8997778091348644,0.9663304707186746,1.0334084752670505,1.0,1.2758640882714323,40.76741512282209,7803.980410036436
2026-01-26,ORD01184,DVR0818,4.916621690582936,Success,No,40411.961883646494,9827.877146267667,2066.908574509184,0.8523556769042663,0.859352039270644,1.1937281193278793,1.0,0.0,48.547190222968695,8944.470608972026
2026-01-27,ORD01184,DVR0818,4.744579421713036,Success,No,40421.52258827892,10449.922741935676,0.0,0.8988028431349265,0.9623658358480179,0.7287494554967632,1.0,0.4882945428496767,46.30734220276629,7677.957899901758
2026-01-28,ORD01184,DVR0818,4.708664469819387,Success,No,58747.70598226074,10321.564383320985,2277.8656934592486,0.9379063756845903,0.8857522510347405,0.9744166972276381,1.0,0.9256684403782929,45.70959011017395,8171.851637763491
2026-01-29,ORD01184,DVR0818,4.570741805148374,Success,No,58042.560337964285,12308.33595152325,0.0,1.0386863872399807,1.0484901818656862,1.0603862578371166,1.0,0.23281298885966217,47.68613172197898,7419.463638069764
2026-01-30,ORD01184,DVR0818,4.52220041126561,Success,No,55264.97087386076,11537.856020082163,4338.966486947897,1.1549054513954324,0.6673909584950244,0.9779547388861677,1.0,0.19099993913584995,44.85358065726844,6993.8363608632235
2026-01-31,ORD01184,DVR0818,4.896548178147416,Success,No,47634.059700682985,9076.997813739019,0.0,1.0119391695367213,0.9298436148658464,0.9623984063561538,1.0,1.2536907768063508,37.589234171228746,8372.619236206907
2026-02-01,ORD01184,DVR0818,4.813116332775758,Success,No,48966.340085426906,6427.098406772721,0.0,1.1411119474928022,1.1279237432099287,1.0805511926505844,1.0,0.4655139278946345,39.44492220398523,6876.913173491771
2026-02-02,ORD01184,DVR0818,4.621359241267002,Success,No,54155.017692698675,9414.9484408063,457.1845060835956,0.9839959440394731,1.2826946073820573,0.8930541514775981,1.0,0.0,51.30941738500597,8868.124510285865
2026-02-03,ORD01184,DVR0818,4.884098009681365,Success,No,42149.7739307206,9434.325545693138,1922.5901933561008,1.1001921305337001,1.3215041023221565,1.0235863636982423,1.0,0.7633180285116516,48.97798177927807,8739.654375381218
2026-02-04,ORD01184,DVR0818,4.693018767853436,Success,No,44083.56396545217,9147.610146425155,0.0,1.0506535224204292,0.7487765155586374,1.1300635961102183,1.0,1.1994884037724807,45.60999451232196,9002.884303222001
2026-02-05,ORD01184,DVR0818,4.64054074753357,Success,No,38979.11049845722,8644.582271759398,0.0,1.1579333882663372,0.8065980280869722,0.8884190327286379,1.0,0.21932706471326463,53.06823599262249,8254.260019229345
2026-02-06,ORD01184,DVR0818,4.489029939137311,Success,No,43662.159670129,12764.1909733876,0.0,0.9479473175149362,0.957272883896328,0.7735185561255188,1.0,0.17314550261736422,48.484886032461944,6280.28287323224
2026-02-07,ORD01184,DVR0818,4.777457322359094,Success,No,49127.03257160157,8957.210263143972,0.0,0.7532801437285999,0.9428198508552521,0.8861046573963832,1.0,1.6000099567625905,42.81526473128796,7023.988471723884
2026-02-08,ORD01184,DVR0818,4.576346891471116,Success,No,59516.23185945714,6132.610129046423,0.0,1.1842272976914079,0.9495327732345159,1.0717823818522,1.0,0.0,38.11065285981616,8632.250708631875
2026-02-09,ORD01184,DVR0818,4.452604286485091,Success,No,44368.196885806356,8043.223606926603,0.0,0.8929352769766238,1.1470003842583048,1.0239886623836738,1.0,1.306633348732073,51.58998170897075,9114.120904941808
2026-02-10,ORD01184,DVR0818,4.442874136578913,Success,No,44306.887586811994,5678.570672152323,21.297000361460675,0.7918152151147545,0.8418752542033645,1.1544788203354786,1.0,1.4626146824492725,43.14186342169983,7669.445422617401
2026-02-11,ORD01184,DVR0818,4.836552021968592,Success,No,44789.31021486034,10090.967579606342,0.0,0.7803141914039122,0.8957715436704373,0.816570708558086,1.0,0.5002747309079043,50.792416747666564,6389.271571728006
2026-02-12,ORD01184,DVR0818,4.747893011830192,Success,No,52883.0378990674,11702.684617410965,2004.1663173288005,0.63853566423529,0.9163539765256471,1.050252393031702,1.0,0.7464382366305363,42.077290795270436,6283.730105899229
2026-02-13,ORD01184,DVR0818,4.698420806626188,Success,No,50729.06558529507,8118.695232863299,2686.4151370484146,0.903718327561096,0.8926509860553342,0.6417443261342466,1.0,0.18954409788698479,48.570964645814726,7965.690866807688
2026-02-14,ORD01184,DVR0818,4.458030219000055,Success,No,56372.36175123663,8582.753475832224,3076.966342142375,0.8677453144458697,0.8933714332254455,1.176184977788045,1.0,0.35831922856296383,49.05310402193565,8409.17661847342
2026-02-15,ORD01184,DVR0818,4.621180102127293,Success,No,46385.50791082472,10222.45564799811,0.0,1.0081910730830954,0.8753106552479768,1.126172802982965,1.0,0.30942698320435985,47.45815488726822,8402.771774928504
2026-02-16,ORD01184,DVR0818,4.696510385638725,Success,No,48808.54911388685,7962.082058926789,0.0,0.7712618345642771,1.1520594936386497,1.0076568673673627,1.0,0.42957378372648025,39.18426988309592,8934.861385801023
2026-02-17,ORD01184,DVR0818,4.623939263053045,Success,No,51557.72155277064,10591.223984287966,393.5198657093915,0.9031610479359378,0.9068857040081537,1.0181191470955968,1.0,0.4920958132612826,47.95603538041183,6535.811830887763
2026-02-18,ORD01184,DVR0818,4.31680417569862,Success,No,53461.43155041885,9892.966561217385,996.2809604811046,0.9211119917117061,1.1800278879928157,0.7780753393807921,1.0,1.0641908382646683,53.49548961082265,7407.030289054662
2026-02-19,ORD01184,DVR0818,4.229778006573611,Success,No,61492.85555711892,8809.289228812864,0.0,1.0587064869950176,0.589707048314231,1.020076867131453,1.0,1.0558514778944135,49.295785135710915,6443.197685466829
2026-02-20,ORD01184,DVR0818,4.5338815903912035,Success,No,46971.81630618233,9380.883006300193,752.5730203906639,1.067093532253826,1.1415470868049196,1.0739759040540235,1.0,1.1090148970377385,42.02686770903645,7083.143612371682
2026-02-21,ORD01184,DVR0818,4.850900304025289,Success,No,51861.06129085801,8935.994127051346,2027.0079234362806,1.0752901327951696,1.2497568980912301,1.3238465821973204,1.0,0.7761258399222672,39.279714879229374,8223.623057044493
2026-02-22,ORD01184,DVR0818,4.682113890657296,Success,No,60663.999947891745,14450.973032104117,0.0,1.1736631185542477,0.7398882589585227,1.0429549036204235,1.0,0.5944910930644004,47.85513511578949,8970.30068997376
2026-02-23,ORD01184,DVR0818,4.873167880200242,Success,No,53953.90705530441,10728.424496653859,621.91759832128,0.9140645308387978,0.9750046048612339,1.011309011819696,1.0,0.8246759143004145,45.4312130153065,10241.789521155015
2026-02-24,ORD01184,DVR0818,4.706967783664646,Success,No,53929.63222988407,7908.036755111389,2017.5250088344283,1.0726858708578457,0.9029231508032048,0.9270718191595643,1.0,0.9963568473464315,43.00545024284019,10194.422572526993
2026-02-25,ORD01184,DVR0818,4.757911862311214,Success,No,40174.45026305592,8846.58885847461,929.8018846386167,0.5837713146518709,0.9489962118050244,1.1698128862197472,1.0,0.3635043133743808,46.97815550438416,6906.145940192803
2026-02-26,ORD01184,DVR0818,4.639575549405069,Success,No,63247.57579282768,8274.25152853845,0.0,1.0226168982962096,0.8902733419799638,0.8188985883478309,1.0,0.08351227192420219,48.30127638147532,8957.194232531108
2026-02-27,ORD01184,DVR0818,4.658401065200627,Success,No,62893.534172704254,9072.49513822194,0.0,1.2049403503380964,1.0286988591881234,0.9847046826443653,1.0,0.48649785710993837,43.834031409938156,8035.593580713175
2026-02-28,ORD01184,DVR0818,5.130849663160159,Success,No,47357.20422332786,6721.44066001992,1873.8216502480027,1.2535823911545012,0.9727270640827376,1.0575677649856283,1.0,0.12858555605281707,41.066548391325476,7299.153087040221
2026-03-01,ORD01184,DVR0818,4.752270373114601,Success,No,48847.18534310188,8315.416864055844,0.0,0.8244610592677439,1.0276112110494704,1.093704989444577,1.0,0.898125908334861,45.14507904376306,8685.916502410924
2026-03-02,ORD01184,DVR0818,4.662696900952957,Success,No,57332.326574522114,10705.51565319646,484.03558088229545,1.0618368573054568,0.7761165407926323,1.0330630536671361,1.0,0.26475467926761537,37.45762902285667,8060.510633387092
2026-03-03,ORD01184,DVR0818,4.9478007684750445,Success,No,60946.3276608392,15681.528898741182,427.4024219219699,0.8542839550870986,0.9588678894094494,0.922339199831896,1.0,0.5640522675073771,43.748248564525056,7331.368219365348
2026-03-04,ORD01184,DVR0818,4.634757190805007,Success,No,56031.65852510716,9925.335861878877,0.0,1.1349170041195065,0.9325331762086103,1.1723790032435701,1.0,0.0,45.64478972958599,6961.983224817533
2026-03-05,ORD01184,DVR0818,4.894195910961293,Success,No,54534.50479809163,11863.288751828648,1861.8940233073151,0.8060984117187633,0.6415311399423863,0.9548371666366366,1.0,1.932023452179449,44.02562353915886,7682.759334909861
2026-03-06,ORD01184,DVR0818,4.379516626598531,Success,No,25444.998639811085,6925.982912251894,0.0,1.1864921193374967,0.9896728906552839,1.166433474219227,1.0,0.4984978861647774,46.516016301905395,6275.376292962211
2026-03-07,ORD01184,DVR0818,4.438340887368677,Success,No,40723.08375326611,9243.253622258315,31.06251234580793,0.9001399578100187,1.2630761912775763,1.002734468534494,1.0,1.268994673327819,47.967521643654955,6709.582151824929
2026-03-08,ORD01184,DVR0818,4.524362982471491,Success,No,43218.193039157544,8489.538840552013,0.0,1.0846942794056254,0.9372102498357894,0.8873942471370871,1.0,1.098948899187145,43.84234680351461,9463.052453827551
2026-03-09,ORD01184,DVR0818,4.8177946914306045,Success,No,64889.80463483585,12978.40628849433,0.0,0.9860365184784784,0.9990401023008847,0.7414859969386001,1.0,1.1593443767299236,34.360149430354824,8772.206688918583
2026-03-10,ORD01184,DVR0818,4.378120296695686,Success,No,41970.402014892046,16223.829038467828,0.0,0.7706094373389003,1.3503100552314602,0.7762901021312631,1.0,0.3044437429062801,48.56078246155841,7763.057780824719
2026-03-11,ORD01184,DVR0818,4.684823611124757,Success,No,36444.45800375375,8167.402357297723,0.0,1.2833385381629694,1.032360693569546,0.7141878776057777,1.0,0.5486484875651562,56.32533917542735,9396.140549467887
2026-03-12,ORD01184,DVR0818,5.051163589473882,Success,No,50709.38196612513,13928.585484418896,0.0,1.1157375387243524,1.1336189806457606,0.7949727383360042,1.0,0.681596169246488,41.22691985033253,7223.744764189445
2026-03-13,ORD01184,DVR0818,4.5769447259678895,Success,No,58024.68683209969,7990.479487303538,3709.6967755619753,1.2439286030683112,1.2247582594191364,0.8188024069851596,1.0,0.5478346634118141,47.99799260832128,8344.465226704622
2026-03-14,ORD01184,DVR0818,4.594212275622669,Success,No,58691.055967421205,13700.931641670246,0.0,0.9721162574483323,1.1773155585784585,0.9750093538230511,1.0,0.9426344572264365,47.817451951456256,8566.801780918559
2026-03-15,ORD01184,DVR0818,4.849291594979154,Success,No,18037.911469987306,13589.28739974518,9412.62231019408,0.745864769832941,0.8669040428397207,1.1062657708971162,1.0,1.6937378229217228,46.321995011495204,8596.875723997357
2026-03-16,ORD01184,DVR0818,5.023693946635784,Success,No,33177.821284786754,11401.964047417758,0.0,1.0580382840426297,0.9757162503699096,0.9305855272132174,1.0,0.6474488893337462,43.49798490231147,6330.6193497077265
2026-03-17,ORD01184,DVR0818,4.4010817996203855,Success,No,56293.15362276238,12427.901206480321,0.0,0.7830967956111816,0.9810484108903311,0.8038916512505384,1.0,0.8808843264412196,48.015516493276586,7428.322365724716
2026-03-18,ORD01184,DVR0818,4.98162247026343,Success,No,55034.78448723607,11884.738280182417,0.0,0.7835918252552345,0.8558254936987635,0.9028594454220364,1.0,0.7727157972952223,41.024754218166166,9001.091305121005
2026-03-19,ORD01184,DVR0818,4.673475019297545,Success,No,41158.42254139591,11954.83076783326,2319.4624939821806,1.036256087740385,0.7716861874246765,1.1628312865460577,1.0,0.9018262282137123,37.87941276887345,7891.414641421798
2026-03-20,ORD01184,DVR0818,4.530199404368729,Success,No,42397.960358503566,8899.368450529852,0.0,1.0344695524414338,1.1757514467358705,0.8512287868941405,1.0,0.21816711606749206,49.51501043359488,7638.4975442223395
2026-03-21,ORD01184,DVR0818,4.800180098266041,Success,No,26871.209966758517,10361.441419425417,4998.672655032556,1.1579875394558021,0.8069105473828913,1.097621369551549,1.0,0.6302150187056713,47.72633101154774,8597.11420852493
2026-03-22,ORD01184,DVR0818,4.654061104444167,Success,No,47428.4685806245,10888.157720036914,0.0,0.8368492377528638,0.7505979853178903,0.6830147517727789,1.0,0.6862513682772602,43.7190759940723,7596.260887857286
2026-03-23,ORD01184,DVR0818,4.82909464772814,Success,No,66952.28589857057,10283.195008351311,389.32852159682704,1.1082527841309588,0.8074854476734188,1.1036570874067577,1.0,0.21043372272059813,50.300804904479726,8680.39916754347
2026-03-24,ORD01184,DVR0818,4.4956842109038115,Success,No,50146.49074832103,9102.610446944998,4378.742872060122,1.038703736290341,0.8178661402810734,1.0116922969360729,1.0,1.089231305657066,46.13204149331327,9044.526754973082
2026-03-25,ORD01184,DVR0818,4.556855472794866,Success,No,56851.18800073308,10884.624627750347,5878.887727917522,1.065646224074105,0.9795535736492325,0.8800214650054682,1.0,0.672678988115051,43.110829293635746,9726.491867508896
2026-03-26,ORD01184,DVR0818,4.551947399715512,Success,No,31454.417709280777,10365.496770080179,1006.6410573520059,0.8054923086203153,1.1310338702497726,0.8195769871737495,1.0,0.5662453123176993,45.505499423738705,8249.605329305856
2026-03-27,ORD01184,DVR0818,4.628535838761378,Success,No,72128.19096929269,7234.333102735504,0.0,1.0633814741663252,1.083403123587642,0.8234015330072166,1.0,0.0,45.328798054268404,9575.031778602875
2026-03-28,ORD01184,DVR0818,4.534927162487732,Success,No,59670.97305043373,10803.559051513943,0.0,1.1048273885295603,1.0990900879035672,0.744273298436362,1.0,1.5581294181545682,48.01304737324752,6966.25971241791
2026-03-29,ORD01184,DVR0818,4.4785177339657025,Success,No,35822.87185411907,8221.787151104429,811.3371242662322,1.0346759265194618,1.0214225562950217,0.9391869431252853,1.0,0.6441445064759912,42.27249684787972,8210.027192927933
2026-03-30,ORD01184,DVR0818,4.737605041395303,Success,No,52315.42785563722,11865.240370370264,842.0624634961656,1.0688662668160867,1.0407429538294868,1.0490056323966017,1.0,0.1698307170538888,42.515487744263545,8822.99698292653
2026-03-31,ORD01184,DVR0818,4.5378863486470005,Success,No,52947.82828194527,6954.799970780769,1091.5915637022372,0.8570461018403951,1.0410070101096647,0.8090289230933665,1.0,1.035802340822207,52.67423462459131,7079.555636526441
2026-04-01,ORD01184,DVR0818,4.603369110232256,Success,No,52609.383987659734,9644.481291949127,4575.376670145952,1.2309473403855713,0.9216572700546868,0.9556673303926334,1.0,0.0,43.01306462425948,8088.0671540718995
2026-04-02,ORD01184,DVR0818,4.436966569734031,Success,No,50951.372091968944,12636.732707901865,3221.370583379317,0.9477287237527061,0.9966311524392539,0.9982564918265624,1.0,0.5000312576097804,44.27265076796958,9876.313783511778
2026-04-03,ORD01184,DVR0818,4.652139896699163,Success,No,47618.01526582867,8231.527706282492,0.0,0.9432892322723276,0.849744290203403,0.8841434075095345,1.0,0.7855146545913623,38.77328628552593,7714.204076978873
2026-04-04,ORD01184,DVR0818,4.8555644512165195,Success,No,49648.70189508698,15167.567048180415,3092.9557087752123,0.8340062555472936,1.0205546904163307,1.2430726043757347,1.0,0.31420281879651263,39.13355238899023,8866.386293168998
2026-04-05,ORD01184,DVR0818,4.616109274368308,Success,No,48265.31817022711,6458.694608438182,2935.6430343234656,1.0650046361249563,0.9060110118291629,0.8987461489846433,1.0,0.4629537688611145,50.17206525313053,8601.557859607867
2026-04-06,ORD01184,DVR0818,4.424500114528848,Success,No,57851.84723171084,8049.440249227551,0.0,1.124441782150897,0.7975035067808733,0.9728579999143111,1.0,0.0,45.49143342503969,9731.147630393541
2026-04-07,ORD01184,DVR0818,5.030336003268363,Success,No,56413.56814226362,14810.52962447903,22.301175823374763,0.9128706715002791,0.7315703310954255,0.840232463804385,1.0,0.0642759258748572,47.74711048185476,6549.973231008507
2026-04-08,ORD01184,DVR0818,4.757096412933895,Success,No,85608.70080792255,11951.939192846889,80.4198092956106,1.0263398009344888,1.0346792716281727,0.9453156140570305,1.0,1.0613565623201717,48.84552061204254,7708.897024841193
2026-04-09,ORD01184,DVR0818,4.8388959295450045,Success,No,40053.40700962182,7802.639749106567,6218.8027247907,0.7686288414146638,1.1108183663194557,1.3136511481519453,1.0,0.4681445872396552,55.060447752283984,7807.59939898198
2026-04-10,ORD01184,DVR0818,4.531403756194242,Success,No,56276.66819820679,7222.956409273787,0.0,0.909479574898058,1.0766230312445597,0.8082729031415508,1.0,1.1553724556949818,47.99771926527415,9301.53407422395
2026-04-11,ORD01184,DVR0818,4.935572136149968,Success,No,52370.10644576032,9333.82377497613,0.0,0.950175631731271,0.7421996240998012,0.9634490278960745,1.0,0.4850096180650265,51.256161576688044,8134.267689488057
2026-04-12,ORD01184,DVR0818,4.4576581138197895,Success,No,37931.79947395527,11645.533727500133,0.0,1.112792601890874,0.7372184222679977,1.0540944958899925,1.0,0.0,36.89957270964727,8112.85073929324
2026-04-13,ORD01184,DVR0818,4.8900101221753305,Success,No,42364.00465567382,11994.607286956352,0.0,0.9811739910216919,0.7338120659751598,0.8682819421156268,1.0,0.706574104689404,42.734653820615335,7048.604598515115
2026-04-14,ORD01184,DVR0818,4.841995746672085,Success,No,39132.349451618975,5725.842148102189,3355.815062628846,0.6835061410806904,1.0475140235748925,0.8715681222878279,1.0,1.0518722692338036,53.28694382481839,9314.127956724024
2026-04-15,ORD01184,DVR0818,4.957190489184361,Success,No,45728.3475604344,9988.347650307915,0.0,0.7656845560703391,1.2253535299525933,0.7279342209604249,1.0,1.110908658246555,38.61509621964697,9405.825219958826
2026-04-16,ORD01184,DVR0818,4.771935907534653,Success,No,53922.63336401667,9973.398209843925,658.5587489197899,1.017413102940099,1.0857722154759997,0.9795952565096417,1.0,0.9842925357072838,50.155518781911084,6566.731641294229
2026-04-17,ORD01184,DVR0818,4.726841279161452,Success,No,41650.63226953029,11430.037848119347,5429.702619146404,1.0090128094489341,1.130730131280702,0.8716995820700304,1.0,1.0139983720542771,42.98261501299901,6259.976817494914
2026-04-18,ORD01184,DVR0818,4.639403481502452,Success,No,61057.809608666896,6429.606929755354,4353.389540865703,0.97897655220226,1.1794318673941135,0.928792286315783,1.0,1.1585167664057918,48.41618793715302,9319.06604766372
2026-04-19,ORD01184,DVR0818,4.626659775760337,Success,No,37811.57249683664,13558.966888922792,0.0,0.9471331484928305,1.0862607669502253,0.9773272874650827,1.0,0.3691484494228919,43.63239028001477,6569.844899141353
2026-04-20,ORD01184,DVR0818,4.37996474815501,Success,No,53977.868679390245,11086.942364226477,2169.601071193448,0.9500558704276837,0.6997946474819592,1.1195916287070329,1.0,1.2059512313413574,51.87292595013707,9120.598388363225
2026-04-21,ORD01184,DVR0818,4.466151004846978,Success,No,65828.27799037623,9593.335031455777,0.0,0.9210160687455216,1.2379916145905003,0.9829079139800947,1.0,1.8285664798227317,48.53626620824541,7463.562986068274
2026-04-22,ORD01184,DVR0818,4.4730738431244506,Success,No,43753.031453820775,14708.653062040305,0.0,0.7259143052406818,0.9227250322078534,0.8573081950207788,1.0,0.6026667985823208,38.79274447053283,7254.512055519277
2026-04-23,ORD01184,DVR0818,4.661391616636131,Success,No,54455.656410339296,11037.670502282894,3148.490931547142,0.9584660650765968,0.8550404071291818,1.0430725594802261,1.0,0.6480974210014763,45.90595943980043,6801.242587473436
2026-04-24,ORD01184,DVR0818,4.682214947601146,Success,No,48647.056486728296,11428.83640700316,868.914858958743,0.8120255029398517,0.7992892439529079,0.8983555873021397,1.0,0.339796356859418,41.79044127796746,9750.67631133439
2026-04-25,ORD01184,DVR0818,4.342652206524171,Success,No,29483.366055253893,7741.948007174131,1879.2492333477471,0.9158333473943538,0.8263087157283819,1.1227290433213613,1.0,0.6612526432846308,49.63548289599469,8491.501471748878
2026-04-26,ORD01184,DVR0818,4.624239678747921,Success,No,53889.49945232973,9108.561754042266,4669.063707268058,0.907772716509935,1.115916198882823,0.9999682363213119,1.0,0.7439356310921535,35.437306201402045,6503.000006554601
2026-04-27,ORD01184,DVR0818,4.747186338827332,Success,No,40669.5163185488,12108.33698921794,104.06172455701298,0.7835695084866985,0.7908851496201343,0.9493483344400782,1.0,0.33665394413350563,39.27757660953038,7025.75003288038
2026-04-28,ORD01184,DVR0818,4.5451935054751536,Success,No,66723.02981161501,10869.891414297013,0.0,0.8866198431005301,1.035683807887423,1.1784377430188369,1.0,0.9270186565719365,43.779459835810165,8576.173410199623
2026-04-29,ORD01184,DVR0818,4.253048094680284,Success,No,45461.58429349626,9567.296852714142,0.0,0.979539568538389,0.8837700800688252,1.0906298560225482,1.0,0.6692796152150776,45.50732894089051,8181.7983031182885
2026-04-30,ORD01184,DVR0818,4.727237262689079,Success,No,20885.96329088492,12981.69714077322,0.0,1.0360668305680065,0.7423804494277599,0.9732089035335754,1.0,0.6480986838179001,41.69009301225644,8334.06025321533
2026-05-01,ORD01184,DVR0818,4.816979528469561,Success,No,55363.49255810959,11877.39551318464,0.0,0.9021153930151523,0.8174918246203426,0.8556294848505352,1.0,0.5620426855723153,38.68926923696045,6729.432103335877
2026-05-02,ORD01184,DVR0818,4.768623988492454,Success,No,65493.41410094659,10535.197901576608,0.0,0.8073779254227017,1.0501162841620681,0.936297305349567,1.0,1.0085486556066856,50.3953890800016,7689.429105191483
2026-05-03,ORD01184,DVR0818,5.0702396687306175,Success,No,50382.99987345356,6755.117085895683,3560.545974308023,0.7124221193443276,0.7728513703190849,1.0638091104784086,1.0,0.6524087988805395,59.481606978576316,9218.677208517694
2026-05-04,ORD01184,DVR0818,4.722124706092083,Success,No,39977.312546300534,10311.301700837328,0.0,0.9480284118564807,0.8335207804472131,0.9082607670277028,1.0,0.9999129477628166,32.60802971983402,7767.694930232676
2026-05-05,ORD01184,DVR0818,4.168512223731453,Success,No,32554.920038558073,4642.379357769831,748.6969174959272,0.8356853932064168,0.9546359778740523,0.8673070450731641,1.0,0.536066151112342,46.35915464760761,7104.42667965609
2026-05-06,ORD01184,DVR0818,4.478090617223828,Success,No,78598.48003428479,10611.837505729809,333.0484413421131,0.9675886681907885,0.8535165070125381,0.885300905929774,1.0,0.798446876624046,47.05792752769011,7649.866219368326
2026-05-07,ORD01184,DVR0818,4.615745519267436,Success,No,51506.29415413612,9832.968805676854,2462.875647662332,0.9855383652112816,0.9387375181355779,0.8618512673615554,1.0,0.3235580335920456,45.76349873761797,6607.925123250555
2026-05-08,ORD01184,DVR0818,4.963459221443966,Success,No,35545.08226810191,11190.344191642145,758.3411515468267,1.0202988343198882,1.5496122459461041,0.8194068288060682,1.0,0.6707176083713815,45.738992286891886,7357.050125255696
2026-05-09,ORD01184,DVR0818,4.960220685438965,Success,No,47038.99970168543,10102.342950941716,1408.2844012026924,0.9846754261901937,0.9642577127312002,1.1197940071001948,1.0,1.2715071116264873,36.08206519442601,7222.875893360401
2026-05-10,ORD01184,DVR0818,4.811307517005601,Success,No,50767.476124240435,12862.617036940954,0.0,1.0810566249482367,0.9431819184817127,0.9423056100704926,1.0,0.5937724625706307,39.84768832725854,7200.294306861531
2026-05-11,ORD01184,DVR0818,4.833215560181742,Success,No,61830.57148466454,5750.66122985205,0.0,1.0557011105366974,0.7297090669713862,0.9580897832578541,1.0,0.403213717254303,45.39655935855158,6647.004973981824
2026-05-12,ORD01184,DVR0818,4.4890669338580755,Success,No,63292.77237466526,10508.775895414432,3456.81707520668,0.9594387695551949,1.0083581453319455,0.9986725433072237,1.0,0.0,39.4002258739961,7466.218504799876
2026-05-13,ORD01184,DVR0818,4.854197450484266,Success,No,42667.342814516036,9405.398241618046,2438.959077232,0.8214788676027193,0.9798914451510454,0.8808796160318528,1.0,0.0,39.29737946182299,7316.481464285926
2026-05-14,ORD01184,DVR0818,4.576805913378263,Success,No,39898.878483288645,13847.650102226164,3718.8299773223926,0.5753898224448724,1.1405210537624306,0.7187044202247275,1.0,0.0,44.34245771558127,6775.391771637171
2026-05-15,ORD01184,DVR0818,4.510662390582559,Success,No,17464.15454796696,10700.890115872588,1764.281408892771,0.9896233773790649,0.5794821827678591,0.9082476904055305,1.0,0.2272706833593925,38.34330573789263,5596.90262108629
2026-05-16,ORD01184,DVR0818,4.475241663872236,Success,No,36024.74277990368,10104.651697853209,0.0,0.9773121787756002,0.8795739783810749,1.2893606882562876,1.0,2.1489645234318155,43.80610129454708,8986.058036986697
2026-05-17,ORD01184,DVR0818,4.626655273695852,Success,No,41233.685833004594,7770.643894721326,2858.102977438386,0.9140353596072773,0.9482533227335519,0.9800261594229106,1.0,1.0411964829161167,42.984171875210414,8731.517796868608
2026-05-18,ORD01184,DVR0818,4.842076615386157,Success,No,34862.38233397149,11668.698269950642,3304.648879739209,0.7964491779375165,0.906986061611865,1.0930432981228921,1.0,0.9664214056655388,41.7270818758771,6855.107462424644
2026-05-19,ORD01184,DVR0818,5.153093605667135,Success,No,41486.466509577265,6388.492943287613,0.0,0.9926133172954971,0.753667556254368,0.8081454050050936,1.0,0.33922637251650783,48.28806462152917,9324.688237281483
2026-05-20,ORD01184,DVR0818,4.741055929090501,Success,No,42878.21441534901,9005.636152488894,495.04344886477134,1.121203181344384,0.7855411558237183,0.704760187997645,1.0,0.7218474962901318,52.0000720204169,7631.745755837178
2026-05-21,ORD01184,DVR0818,4.409060973168384,Success,No,53938.8036374586,13893.822296487155,0.0,0.9098476854835749,0.9016740641686276,0.9735008990163262,1.0,0.7430285390089753,50.46943132425392,8822.3870708758
2026-05-22,ORD01184,DVR0818,4.572842615883048,Success,No,58089.951853157036,13447.449439248934,0.0,0.9986728684546453,1.1955573897709337,1.027042355514996,1.0,0.003949026128745037,45.60366852043378,10537.407903682093
2026-05-23,ORD01184,DVR0818,4.987663117231125,Success,No,59232.56783305306,9465.233795243124,3436.2869582041744,1.1159162890137972,0.8876503274913176,1.0948450309330588,1.0,0.8991312658231415,42.362030841929396,8956.287441884193
2026-05-24,ORD01184,DVR0818,4.443655272848763,Success,No,67363.69680303692,9758.755065573301,4966.823256084275,1.0417338831157579,1.2931160698656192,0.8912186246766556,1.0,0.3429027920221361,49.893528881044965,6628.772134888697
2026-05-25,ORD01184,DVR0818,4.803810194201473,Success,No,39960.71299013924,7957.807018376268,0.0,1.1265531224503058,0.8108093668891493,1.0824712559665806,1.0,0.21969700066272096,37.479276706126974,6862.122406957896
2026-05-26,ORD01184,DVR0818,4.446175046478948,Success,No,65459.73115903306,10007.817240502389,0.0,0.864542807961884,0.72001786994329,0.9901166638315,1.0,0.1623443120647784,40.607082339617094,7914.276085695314
2026-05-27,ORD01184,DVR0818,5.043521642109966,Success,No,47140.793431849735,5683.680729417346,0.0,1.2051938805755462,1.0313240259926473,0.760460586937975,1.0,1.187479254169759,44.15820369924462,7677.657685346581
2026-05-28,ORD01184,DVR0818,4.56728542277012,Success,No,52097.10589548644,8381.431716452515,0.0,0.8424193631531941,0.9226981449645931,1.068232397388182,1.0,0.0,43.43853991587286,7947.363425971315
