date,project_id,cloud_cost,orders_processed,dev_cost,budget,it_expense,total_revenue,uptime_minutes,scheduled_minutes,incident_count,downtime_minutes,internal_nps
2025-07-27,PRJ0116,0.07,12.74,1753559.69,643078.5,302421.27,2500993.39,43122.5,43200.0,2.99,31.85,58.14
2025-07-28,PRJ0072,0.02,11.06,1517673.98,483329.32,130987.08,2928763.22,43097.18,43200.0,4.82,28.01,30.75
2025-07-29,PRJ0144,0.1,5.38,751148.75,593027.61,252984.72,5428815.48,43170.27,43200.0,1.35,51.06,52.77
2025-07-30,PRJ0068,0.09,13.87,1945607.21,1893737.51,257686.58,2719957.79,43162.99,43200.0,2.08,29.15,60.05
2025-07-31,PRJ0127,0.04,6.92,749711.63,1047302.97,161187.32,2591467.18,43064.41,43200.0,2.95,11.36,44.56
2025-08-01,PRJ0051,0.01,10.72,1373081.72,2498140.02,280314.85,2257640.84,43024.7,43200.0,2.43,23.83,57.39
2025-08-02,PRJ0127,0.09,24.0,918384.96,1041523.31,185472.25,3864123.33,43088.61,43200.0,1.39,33.66,81.69
2025-08-03,PRJ0137,0.05,9.53,1215290.94,1390836.85,216580.41,2795912.69,43054.43,43200.0,3.74,51.7,48.13
2025-08-04,PRJ0138,0.09,16.32,1384321.87,2024135.9,214942.15,2255527.05,43096.59,43200.0,5.08,40.95,53.85
2025-08-05,PRJ0140,0.01,6.23,1381136.06,2240583.23,192155.23,4530285.52,43171.06,43200.0,2.71,15.98,40.84
2025-08-06,PRJ0127,0.04,9.87,1424399.78,2266432.23,246728.57,4643752.32,43074.05,43200.0,1.48,73.27,51.41
2025-08-07,PRJ0179,0.06,19.7,1937123.3,1868444.96,245728.49,2312029.57,43097.77,43200.0,0.76,35.14,54.62
2025-08-08,PRJ0144,0.06,6.64,1438000.33,1782467.56,98946.09,850547.62,43103.55,43200.0,2.77,52.49,51.57
2025-08-09,PRJ0080,0.04,19.93,1137844.77,1581156.87,275226.29,4168076.38,43148.79,43200.0,3.72,27.98,37.61
2025-08-10,PRJ0011,0.07,13.91,1657646.7,1667848.21,103914.25,2214830.03,42971.6,43200.0,3.02,39.75,51.7
2025-08-11,PRJ0182,0.03,6.99,1754609.49,1047616.66,259532.25,3917721.81,43065.49,43200.0,2.48,45.01,66.14
2025-08-12,PRJ0165,0.05,13.5,714751.5,923055.42,264969.21,731003.53,43112.32,43200.0,1.83,51.51,54.49
2025-08-13,PRJ0146,0.06,15.35,1499893.22,1303169.77,136915.51,4035428.09,43168.93,43200.0,1.27,48.75,60.39
2025-08-14,PRJ0144,0.07,13.44,1544537.55,1225353.09,176189.14,1607040.9,43072.07,43200.0,3.42,45.57,46.6
2025-08-15,PRJ0034,0.07,1.51,1114868.45,1093313.76,136064.49,3848623.52,42992.8,43200.0,3.51,25.18,57.95
2025-08-16,PRJ0019,0.03,6.1,1834730.74,1629607.64,187500.49,3021575.74,43135.7,43200.0,0.76,20.77,52.54
2025-08-17,PRJ0005,0.02,8.71,1178328.24,1750392.38,182123.9,1903965.16,43063.85,43200.0,4.26,36.3,38.4
2025-08-18,PRJ0078,0.09,9.65,1296908.67,1345985.63,244930.02,2535257.06,43032.12,43200.0,3.13,46.62,52.99
2025-08-19,PRJ0005,0.06,13.44,1168426.36,1994009.49,275570.93,3797319.76,43064.48,43200.0,4.05,26.76,37.93
2025-08-20,PRJ0039,0.04,11.03,1249586.38,772147.72,280500.69,3127334.59,43089.66,43200.0,0.99,48.88,42.05
2025-08-21,PRJ0009,0.1,2.79,771252.52,1214402.11,167449.61,3679689.96,43065.61,43200.0,0.96,55.54,51.51
2025-08-22,PRJ0137,0.06,12.13,623355.77,970347.43,187829.57,5286511.62,42973.97,43200.0,2.32,14.85,52.75
2025-08-23,PRJ0038,0.09,13.38,1928860.54,434007.46,102704.76,1199491.5,43151.58,43200.0,3.05,16.21,35.66
2025-08-24,PRJ0196,0.06,13.11,878510.47,1266173.54,153377.66,4871853.64,43173.21,43200.0,4.49,28.18,61.45
2025-08-25,PRJ0134,0.11,15.94,816374.41,1247948.93,255623.4,3125558.67,43137.52,43200.0,3.28,35.87,55.91
2025-08-26,PRJ0187,0.1,14.6,316468.12,2010765.95,293198.19,1967631.17,43035.1,43200.0,2.22,21.58,41.23
2025-08-27,PRJ0081,0.05,12.56,967994.56,1599016.64,128636.26,1469515.28,43088.69,43200.0,1.34,53.81,31.65
2025-08-28,PRJ0002,0.08,9.68,673673.93,826962.36,165700.23,2786798.06,43099.85,43200.0,3.86,37.87,47.66
2025-08-29,PRJ0041,0.07,1.01,1949299.99,2169675.31,198385.81,4068963.8,43134.5,43200.0,1.41,31.27,44.2
2025-08-30,PRJ0078,0.09,12.4,1677320.3,1874354.31,216087.72,2857869.97,43138.49,43200.0,4.31,5.93,50.63
2025-08-31,PRJ0010,0.03,11.19,946833.0,1576291.64,153162.08,4749430.98,43058.2,43200.0,2.17,7.99,45.15
2025-09-01,PRJ0139,0.07,11.54,2211910.76,1199089.47,224396.85,1330003.83,43104.92,43200.0,4.26,35.42,26.25
2025-09-02,PRJ0136,0.08,3.11,1665252.14,857167.01,172549.92,2991145.99,43126.4,43200.0,3.25,-6.04,44.86
2025-09-03,PRJ0183,0.01,4.17,1103137.46,1131110.06,199076.03,1559458.78,43183.57,43200.0,2.33,47.98,45.82
2025-09-04,PRJ0140,0.02,15.79,167607.78,1812643.53,231454.31,3424841.68,43140.56,43200.0,1.91,27.87,56.61
2025-09-05,PRJ0023,0.0,9.84,2228476.86,2183900.59,200281.38,4028837.08,43145.4,43200.0,2.11,86.29,41.3
2025-09-06,PRJ0100,0.05,13.77,645072.23,2024664.71,174712.57,2519413.69,43105.02,43200.0,2.97,70.23,68.63
2025-09-07,PRJ0092,0.07,10.21,535012.5,1076696.44,193581.41,-951.59,43180.97,43200.0,2.57,27.47,27.35
2025-09-08,PRJ0152,0.09,10.22,1682806.95,782444.12,194808.25,3234746.74,43123.68,43200.0,1.82,28.76,64.4
2025-09-09,PRJ0140,0.06,15.17,2292496.76,1370467.17,178545.21,3509228.92,43050.93,43200.0,2.3,47.69,46.75
2025-09-10,PRJ0173,0.1,7.25,1838415.94,479769.68,184967.03,3471778.95,43180.56,43200.0,2.57,59.84,59.21
2025-09-11,PRJ0165,0.02,10.58,1485484.99,1455501.2,292220.28,4431567.4,43140.18,43200.0,0.11,2.45,50.25
2025-09-12,PRJ0036,0.01,7.54,1498755.0,1235887.57,232299.38,1768779.81,43074.86,43200.0,3.0,-0.09,62.43
2025-09-13,PRJ0101,0.05,7.69,1610034.36,1087338.63,182848.8,3790275.8,43072.78,43200.0,1.39,19.9,44.88
2025-09-14,PRJ0165,0.07,8.37,1569384.86,560817.4,240154.37,4381615.31,43117.2,43200.0,1.2,40.6,36.7
2025-09-15,PRJ0152,0.05,11.27,1363856.22,1544337.62,180635.0,952071.3,43126.74,43200.0,0.6,39.12,65.66
2025-09-16,PRJ0026,0.0,7.45,1287712.72,1056239.82,267649.59,3374075.36,43111.52,43200.0,0.48,48.96,48.02
2025-09-17,PRJ0030,0.05,16.9,1215955.71,758979.53,221254.57,2423124.0,43118.05,43200.0,0.97,9.98,51.88
2025-09-18,PRJ0007,0.02,5.19,918518.87,-35162.0,193714.66,2910998.43,43197.54,43200.0,1.69,-9.19,63.53
2025-09-19,PRJ0180,0.07,9.04,1122134.07,1291908.29,225762.8,3406424.31,43161.57,43200.0,4.67,45.33,37.46
2025-09-20,PRJ0042,0.06,7.66,514552.41,2131496.62,109204.37,2442690.9,43111.14,43200.0,1.9,16.36,56.18
2025-09-21,PRJ0067,0.03,17.94,1200577.11,2079718.85,134848.27,2225128.43,43154.11,43200.0,2.69,-4.08,42.55
2025-09-22,PRJ0072,0.04,11.13,817579.54,1091509.24,130970.44,3044522.54,43041.12,43200.0,2.93,33.08,47.81
2025-09-23,PRJ0162,0.03,15.68,768105.84,1023812.94,208164.42,1750089.04,43123.01,43200.0,2.63,44.21,50.16
2025-09-24,PRJ0028,0.05,1.97,1320276.84,1523426.43,299950.14,1751729.08,43203.8,43200.0,2.4,28.49,32.08
2025-09-25,PRJ0182,0.08,11.51,1841741.26,838998.67,328751.19,3789302.93,43087.74,43200.0,1.15,22.72,40.37
2025-09-26,PRJ0087,0.03,14.9,1637955.62,1445529.41,236753.15,1679043.89,43051.7,43200.0,4.11,27.85,64.86
2025-09-27,PRJ0079,0.07,10.51,567234.64,1662119.24,228830.51,3774226.83,43062.9,43200.0,4.51,24.22,59.52
2025-09-28,PRJ0022,0.04,15.86,817133.4,1877106.43,95913.13,3539070.82,43037.85,43200.0,0.61,7.43,48.61
2025-09-29,PRJ0168,0.03,7.24,1647615.87,1258022.23,168575.25,1012996.4,43055.3,43200.0,1.34,18.31,52.12
2025-09-30,PRJ0045,0.05,17.73,820205.44,1209730.46,154422.01,2222985.38,43079.02,43200.0,2.17,39.54,45.95
2025-10-01,PRJ0131,0.03,22.58,1146244.02,895166.41,164061.31,4383464.38,43019.76,43200.0,1.41,36.11,64.93
2025-10-02,PRJ0178,0.04,8.08,1479523.52,919005.53,190201.51,1872537.97,43101.12,43200.0,3.05,33.48,47.03
2025-10-03,PRJ0188,0.02,7.63,826289.91,1199091.89,172650.9,2469037.06,43151.88,43200.0,1.67,13.5,51.99
2025-10-04,PRJ0139,0.11,17.97,1288217.97,1476119.4,85621.0,3538458.58,43048.26,43200.0,4.91,27.47,62.51
2025-10-05,PRJ0036,0.06,18.66,668969.25,1730929.79,243096.68,3909370.32,43187.2,43200.0,3.82,-6.8,40.39
2025-10-06,PRJ0029,0.04,7.21,984168.03,930062.2,137967.78,2714748.21,43129.47,43200.0,2.72,33.65,67.25
2025-10-07,PRJ0003,0.06,7.77,1380458.35,2001080.9,213725.23,2315392.48,43159.22,43200.0,3.63,55.13,31.73
2025-10-08,PRJ0127,0.05,8.52,557557.8,1178265.21,319673.08,4646946.11,43062.57,43200.0,3.72,5.27,68.07
2025-10-09,PRJ0179,0.05,2.74,1432381.94,1294776.14,146823.06,5012317.42,43149.14,43200.0,1.86,20.52,45.04
2025-10-10,PRJ0182,0.07,5.06,1234435.64,956170.84,53805.64,4134999.09,43037.72,43200.0,1.57,36.24,46.54
2025-10-11,PRJ0091,0.07,4.59,1480572.32,173839.56,183395.97,3103583.29,43151.19,43200.0,2.57,52.11,27.6
2025-10-12,PRJ0177,0.04,5.88,1339214.8,1717149.78,263482.61,2072116.74,43110.06,43200.0,3.45,22.89,44.1
2025-10-13,PRJ0077,0.04,9.87,1829754.73,1648480.51,312990.25,2046515.82,43131.9,43200.0,2.64,18.7,37.37
2025-10-14,PRJ0063,0.05,11.33,1296757.26,1173505.08,128913.39,3608239.9,43032.93,43200.0,0.72,-3.23,42.34
2025-10-15,PRJ0005,-0.0,18.5,1058148.32,1335995.02,228591.15,3488058.63,43048.99,43200.0,1.59,32.37,47.75
2025-10-16,PRJ0121,0.02,4.62,1295498.03,1545428.81,173042.4,4622969.77,43134.41,43200.0,2.4,65.66,60.34
2025-10-17,PRJ0178,0.09,15.42,1476617.83,575818.69,193792.83,3755916.8,43045.94,43200.0,2.4,35.35,51.72
2025-10-18,PRJ0165,0.1,8.89,1263904.3,1057941.68,352601.3,1270090.18,43126.74,43200.0,4.69,30.21,52.87
2025-10-19,PRJ0091,0.05,9.79,1260347.14,1675267.22,113125.41,4219366.6,43021.96,43200.0,0.94,36.12,36.73
2025-10-20,PRJ0068,0.07,13.73,940878.28,719619.85,214562.08,1853035.91,43148.78,43200.0,3.05,30.4,39.2
2025-10-21,PRJ0152,0.06,3.94,957695.63,1441688.28,226916.27,2561881.1,43029.67,43200.0,4.15,16.62,70.01
2025-10-22,PRJ0175,0.13,12.14,639465.35,671900.61,262606.46,3293907.15,43131.84,43200.0,5.03,44.73,40.88
2025-10-23,PRJ0080,0.08,10.96,1995574.36,1522332.83,205568.33,5308705.29,43136.04,43200.0,2.03,34.47,68.37
2025-10-24,PRJ0117,0.05,12.74,707758.21,1288117.26,217698.12,6594888.65,43060.34,43200.0,3.04,30.89,46.53
2025-10-25,PRJ0180,0.03,11.63,944787.4,551287.42,177295.81,3705442.55,43133.54,43200.0,3.12,13.84,49.36
2025-10-26,PRJ0175,0.01,23.43,933816.08,1848093.09,215450.58,2793635.89,43115.14,43200.0,2.71,52.98,61.64
2025-10-27,PRJ0002,0.06,6.59,1627891.99,962058.1,180093.79,3622081.78,43069.38,43200.0,2.38,42.01,63.95
2025-10-28,PRJ0044,0.04,7.17,1115992.95,926762.42,235801.6,4029723.63,43042.49,43200.0,2.97,21.09,48.06
2025-10-29,PRJ0127,0.02,6.66,1779678.67,1398309.18,178568.35,2634952.69,42987.87,43200.0,-0.34,47.8,44.87
2025-10-30,PRJ0076,0.04,7.03,953139.8,1840581.53,221685.23,5077318.17,43120.24,43200.0,3.25,22.04,48.69
2025-10-31,PRJ0173,0.03,6.59,1362910.93,830864.62,198220.84,3270671.67,43010.65,43200.0,2.63,17.16,53.22
2025-11-01,PRJ0031,0.1,16.53,883507.09,1333517.51,264931.4,3579646.65,43105.68,43200.0,2.24,17.54,59.58
2025-11-02,PRJ0028,0.08,17.79,2165754.66,1504786.2,196942.95,3773778.67,43085.14,43200.0,4.77,0.17,49.38
2025-11-03,PRJ0122,0.05,6.95,731964.05,1628076.66,97531.38,3491738.99,43139.1,43200.0,1.73,38.69,56.45
2025-11-04,PRJ0029,0.09,5.53,1376172.91,1387053.67,272776.93,3973491.84,43082.93,43200.0,2.04,-0.86,68.17
2025-11-05,PRJ0178,0.06,12.63,1515542.99,1133526.02,147611.38,2292603.09,43081.37,43200.0,4.71,9.49,53.71
2025-11-06,PRJ0114,0.03,7.05,1420905.74,918674.37,162160.5,2360650.9,43142.12,43200.0,1.56,-5.06,52.91
2025-11-07,PRJ0100,0.09,13.5,1163170.96,1344929.94,165515.62,1735188.96,43119.41,43200.0,1.87,29.11,31.87
2025-11-08,PRJ0119,0.07,11.16,1187033.55,804592.74,279273.91,3512417.89,43118.32,43200.0,2.32,28.01,19.08
2025-11-09,PRJ0067,0.03,1.8,1261732.33,-58061.6,76591.57,3904229.05,43127.09,43200.0,3.43,24.98,53.79
2025-11-10,PRJ0065,0.05,18.48,1179641.94,1508398.44,381091.71,3533508.9,43012.32,43200.0,2.72,12.68,48.24
2025-11-11,PRJ0162,0.03,19.84,1657557.2,1726428.18,260889.81,4937971.96,43143.55,43200.0,1.04,10.45,43.41
2025-11-12,PRJ0148,0.02,6.72,2193879.34,202439.57,212800.9,2998640.8,43135.29,43200.0,1.89,38.56,52.13
2025-11-13,PRJ0080,0.08,7.95,1003043.98,833706.12,196740.83,3777030.81,43042.02,43200.0,1.81,21.13,48.63
2025-11-14,PRJ0024,0.1,11.61,653577.32,1593578.47,216399.12,1744946.69,43086.25,43200.0,2.4,36.02,62.3
2025-11-15,PRJ0176,0.02,11.88,1204904.01,2264562.46,230001.41,2558269.95,43097.98,43200.0,2.96,15.38,50.32
2025-11-16,PRJ0025,0.07,13.64,2352708.02,1314444.19,237166.85,3807961.63,43092.53,43200.0,2.95,33.7,40.74
2025-11-17,PRJ0180,0.04,21.0,897133.0,965131.69,231992.48,3985221.42,43119.34,43200.0,0.5,52.97,60.71
2025-11-18,PRJ0039,0.04,9.09,1948053.08,1219423.04,205083.15,2665773.37,43182.17,43200.0,3.68,40.66,46.83
2025-11-19,PRJ0174,0.04,5.71,1964652.42,1946121.71,188515.75,2922453.07,43162.15,43200.0,2.77,23.51,55.38
2025-11-20,PRJ0006,0.03,2.55,1004723.34,1003402.65,191175.66,1253014.06,43025.11,43200.0,4.03,35.01,43.84
2025-11-21,PRJ0037,0.06,6.08,1487667.87,931922.1,188656.07,2592980.42,43135.84,43200.0,2.98,26.45,41.86
2025-11-22,PRJ0091,0.03,9.88,1943441.12,1079544.83,265377.16,4032872.27,43176.3,43200.0,3.72,30.72,50.3
2025-11-23,PRJ0152,0.06,19.83,1079778.47,860017.61,234183.94,3669061.18,43122.37,43200.0,3.01,25.0,49.48
2025-11-24,PRJ0067,0.05,7.24,1155301.2,1361969.47,30125.42,3583020.25,43162.68,43200.0,3.99,27.77,54.85
2025-11-25,PRJ0147,0.05,11.28,992637.51,2062653.98,237783.84,3062554.22,43215.42,43200.0,3.07,34.23,46.24
2025-11-26,PRJ0069,0.03,9.97,806322.76,1455459.94,211155.08,3013253.33,43158.83,43200.0,2.38,13.53,28.22
2025-11-27,PRJ0101,0.04,16.53,963556.57,1187021.43,198830.25,2242889.62,43114.5,43200.0,5.03,13.14,44.35
2025-11-28,PRJ0196,0.07,23.82,716329.32,1168614.44,177476.55,3811760.05,43160.05,43200.0,3.48,6.74,58.46
2025-11-29,PRJ0067,0.07,7.17,1257547.22,575517.82,264819.52,3491030.64,43108.52,43200.0,3.13,3.1,45.91
2025-11-30,PRJ0174,0.03,7.39,911631.75,1716713.32,254623.01,3573039.14,43101.59,43200.0,1.06,9.68,46.5
2025-12-01,PRJ0046,0.06,15.74,1343461.76,1268433.02,155282.72,2397896.7,43080.11,43200.0,1.05,33.33,60.67
2025-12-02,PRJ0140,0.07,13.77,573517.87,1220550.35,223414.72,519490.09,43189.72,43200.0,2.81,15.25,41.14
2025-12-03,PRJ0115,0.01,20.11,1385232.98,2794323.77,143804.74,4271546.98,43053.37,43200.0,2.65,39.41,31.59
2025-12-04,PRJ0164,0.07,13.24,1601478.89,1444111.73,120248.07,2452376.78,43187.95,43200.0,1.8,31.18,47.48
2025-12-05,PRJ0129,0.04,8.1,385153.51,954034.57,163722.38,2009195.64,43128.84,43200.0,2.64,-3.22,43.76
2025-12-06,PRJ0016,0.07,13.27,1403807.99,1105848.78,249707.22,3805585.1,43020.12,43200.0,4.26,41.84,38.22
2025-12-07,PRJ0134,0.04,16.1,1771042.97,1840492.13,254946.28,2552598.93,43121.27,43200.0,3.26,44.51,47.31
2025-12-08,PRJ0085,0.01,14.53,722481.04,1357584.43,229537.33,4228588.06,42980.01,43200.0,1.21,13.52,54.98
2025-12-09,PRJ0171,0.01,12.82,1962446.1,633789.47,241779.32,3717312.12,43136.03,43200.0,2.36,37.81,49.22
2025-12-10,PRJ0084,0.06,15.87,1423151.41,1733562.85,229715.92,3794146.43,43150.9,43200.0,1.59,15.88,52.86
2025-12-11,PRJ0020,0.06,16.43,939578.96,993055.75,162869.85,1428373.51,43066.32,43200.0,2.05,32.27,70.18
2025-12-12,PRJ0021,0.03,17.58,1218891.51,2178634.51,224850.79,4404050.89,43107.3,43200.0,2.02,8.87,45.39
2025-12-13,PRJ0021,0.07,13.59,1483083.45,1808584.73,246128.12,3306662.57,43212.09,43200.0,1.95,-0.21,52.53
2025-12-14,PRJ0037,0.01,9.15,1275582.57,1096068.97,243465.14,2578842.59,43071.27,43200.0,1.08,24.01,43.47
2025-12-15,PRJ0058,0.05,10.86,1474663.79,1902336.13,268561.27,3170614.04,43039.61,43200.0,2.34,28.46,39.6
2025-12-16,PRJ0136,0.02,16.63,846798.52,1336398.44,240809.71,954786.62,43185.04,43200.0,1.86,23.76,42.6
2025-12-17,PRJ0088,0.04,5.61,1315745.27,1702561.57,220204.01,3476809.47,43212.58,43200.0,-0.79,10.25,43.82
2025-12-18,PRJ0184,0.06,12.07,634686.02,1530871.07,261703.6,1816893.67,43100.44,43200.0,4.78,23.72,53.46
2025-12-19,PRJ0090,0.03,7.92,1195033.2,909919.86,198379.14,1443708.92,43158.13,43200.0,3.7,35.21,76.34
2025-12-20,PRJ0077,0.05,10.21,854011.45,1004528.94,148988.98,1247836.51,43177.02,43200.0,2.07,29.82,41.1
2025-12-21,PRJ0190,0.08,17.02,926449.69,1785219.11,190494.66,4289479.84,43057.72,43200.0,2.51,33.72,44.54
2025-12-22,PRJ0091,0.04,11.1,1774667.16,1148571.77,156898.07,2278739.67,43072.44,43200.0,1.18,19.08,48.6
2025-12-23,PRJ0165,0.08,10.31,1712379.64,1116442.56,160924.12,4775486.81,43170.69,43200.0,4.38,50.71,53.88
2025-12-24,PRJ0014,0.03,2.65,1504943.08,859180.72,191565.69,2386623.06,43196.69,43200.0,4.61,10.39,52.36
2025-12-25,PRJ0107,0.07,14.12,772957.16,1502352.27,154154.31,1034291.87,43132.45,43200.0,2.66,38.96,64.09
2025-12-26,PRJ0090,0.09,13.57,1106761.12,2266908.69,182128.1,1716292.78,43049.86,43200.0,3.63,50.89,21.43
2025-12-27,PRJ0110,-0.01,21.84,1764774.22,806741.47,90568.67,4431601.37,43213.98,43200.0,2.68,38.85,21.89
2025-12-28,PRJ0149,0.03,8.38,1303852.5,1316042.29,212226.64,2825146.56,43069.83,43200.0,0.99,27.11,43.63
2025-12-29,PRJ0019,0.07,11.25,2240689.3,1963542.69,199980.15,2372210.62,43081.04,43200.0,2.03,21.51,61.95
2025-12-30,PRJ0016,0.05,11.42,1412094.44,1267591.36,152729.88,3189809.82,43119.82,43200.0,2.63,48.38,31.33
2025-12-31,PRJ0089,0.06,18.65,1325506.06,1515774.71,237976.98,3584309.62,43189.2,43200.0,1.98,6.15,14.75
