date,campaign_id,marketing_spend,new_customers,revenue_attributed,budgeted_spend,actual_spend,brand_awareness_index,lead_quality_score,leads,conversions,conversion_rate
2026-02-23,CMP01184,1245082.385757652,60.488171623433175,255383.17188175768,2784884.488836812,1381150.2266773067,73.25242569752584,7.312731009988866,175.41385397474798,60.31975644158298,23.050083832106512
2026-02-24,CMP01184,891598.2109376944,42.663162203552865,6735846.431919657,869126.3663210021,804812.5935935032,67.46896712506654,8.013499154967967,190.60884014492305,92.07524492302784,13.409827171028944
2026-02-25,CMP01184,1089690.349689696,60.853699110293896,2763205.335708587,957303.3763236842,1923340.913566092,92.27077003068166,7.026903847494118,128.18497057086847,61.56330100629586,12.564775908423696
2026-02-26,CMP01184,1588031.1301185554,67.43668277765566,5572358.145700307,2191904.7499897103,1013514.6887237262,87.73828624069024,5.570048075895853,217.26283621016185,24.23343847839744,30.914321437215023
2026-02-27,CMP01184,1149735.779281567,68.04540952350723,395429.3778992472,1861500.5914330035,1287768.8532666788,69.21318172090321,6.814480669556302,134.47084660391653,63.09816355365706,22.04893490825154
2026-02-28,CMP01184,1816767.483461956,4.080348623807566,5749707.363528821,1048640.128490192,522219.4111038388,56.95723895981141,8.949271035068397,102.05584194782944,28.328608792773075,19.193828649770253
2026-03-01,CMP01184,1624831.088789146,62.44736819067667,1534060.8721059645,2170721.598550657,1410111.2137257122,91.40984259260554,7.533273767570906,274.674021978945,30.096540352257,13.675936757537386
2026-03-02,CMP01184,1563762.586862353,4.02267864884039,5411382.943010719,510172.24405647954,1418888.9535628797,68.00902948457697,6.3498501201447795,171.3249279227078,41.59497144572316,17.93520729260083
2026-03-03,CMP01184,1261015.4541885313,29.683710615612785,6858822.907234562,1157120.967566906,807369.4290359956,69.65494185320308,6.76901118678453,139.10277549430467,60.17701639899952,10.296961346477124
2026-03-04,CMP01184,871281.3085434607,21.12030666267497,4391219.99898443,1221555.3219124365,1909543.8084368736,86.71994226262457,8.037644311365554,234.44542956534224,27.59084762624497,25.27098455622228
2026-03-05,CMP01184,1430361.4297228064,63.509759547931594,8597189.605713088,1111795.3899985352,970000.1738360862,64.53370653831712,8.50729612725923,157.4996554849008,41.66271155835083,15.93590587080106
2026-03-06,CMP01184,2081805.9927971945,41.00101458256577,6302500.046809067,1129470.5783240595,2131361.0693336823,86.74817798320763,7.42417145638481,60.869668800207634,5.0536391978097654,20.536726473941663
2026-03-07,CMP01184,1142964.927827024,48.42808661540587,1821096.7296756203,1257041.0794942786,1028573.407172416,62.135746911242926,7.203722303540176,214.06797695350983,2.4497920174523315,14.501149996432131
2026-03-08,CMP01184,802567.1337364214,56.37005200266736,5704974.991052024,1179373.095653787,1585413.87384865,55.95673251954438,8.736366121088098,78.94383393584172,29.895426199204852,22.35845933494716
2026-03-09,CMP01184,1813592.947687336,47.352127796392885,5332735.949982194,1452714.9273654488,410790.60433717933,41.78603629110172,7.480214663919895,172.96132413852553,52.05603350322108,20.903656269107454
2026-03-10,CMP01184,1289675.9521748435,41.63403041394018,4573858.471265622,2434894.5323054334,1456032.4146824284,78.56884539211939,8.167680734621355,200.8641653057131,72.46637873618084,18.79770635142892
2026-03-11,CMP01184,1402875.7738482472,50.94565133143233,5461339.9135380145,1308333.4509075123,1218073.6842441116,60.58680547414973,10.104197894495035,208.3053821605162,29.54016632183871,20.284536732554493
2026-03-12,CMP01184,638810.3257545284,52.93935439051159,8086997.084786737,1234054.1227087348,1493636.998258118,67.10286208496615,8.252514592639809,210.3166617602015,14.455015299273146,20.58830855969562
2026-03-13,CMP01184,1623691.920500806,83.63501529690743,0.0,986567.1626854644,1308487.635598396,86.01791203718086,8.341989970996023,198.96954873255825,31.579829426454104,20.015675499120157
2026-03-14,CMP01184,431595.5218681381,40.66292553982702,6790393.10817473,1151089.5619766791,1541913.0989374835,65.41363125512405,7.311292276622436,262.91311310226706,6.177045839055175,26.51225718212527
2026-03-15,CMP01184,1077755.588688546,36.84860208577811,4928212.605492947,654699.7184607906,1151785.6019492475,42.18145768088194,10.12145844310999,103.25492548896328,76.91830980839849,18.61123502399349
2026-03-16,CMP01184,1448308.4794697436,44.93206678501666,6184176.966443822,2301493.5108031104,1499268.2666069996,88.39694968955767,7.161256279228602,189.80286458269677,44.10357813456492,24.967629949736978
2026-03-17,CMP01184,655274.3582737894,45.569363921186586,6444000.876084642,1100745.0465148406,1921653.4656281932,77.7050631159329,6.691343169390752,172.76723029821548,25.597271872338375,17.014530624415237
2026-03-18,CMP01184,505565.4395833777,26.183992512297547,7098373.550499128,1682866.3387438715,1574946.0686748263,62.74913332017229,7.871103732400828,97.5859556228642,43.36899766965172,17.839761777240668
2026-03-19,CMP01184,1291090.254032079,28.880927909867125,0.0,1451707.9359228793,1789634.042204137,80.05235204143062,8.439195132566413,248.35200333651883,28.617105316270983,19.78238114435768
2026-03-20,CMP01184,1638380.4524528775,80.5948976905208,3414733.031023672,1540802.2155567291,1844612.0407999249,64.44041379706049,8.791309222286898,183.99658376870255,74.21698144456994,23.155671248348938
2026-03-21,CMP01184,1169694.3016328798,65.59707930414547,4103419.479388861,1344384.306801142,1425456.0280030686,48.815499283113546,6.993764536059764,320.4582975627994,46.32670092851901,9.241287606637217
2026-03-22,CMP01184,852746.3023970516,52.593164938538976,8170639.952992376,1593788.5626559048,1209486.053077773,57.59695771061828,8.72832120289194,231.1693291259531,56.67462612573598,14.174951565448309
2026-03-23,CMP01184,837765.1130857549,42.6321432286727,4309804.005226232,140090.36232206668,560171.5346288282,73.27730480403807,7.683948387045389,201.71050211946397,58.35570544622762,11.653818101353629
2026-03-24,CMP01184,1530577.1243717903,53.66187385935186,5705996.379977569,1147542.2818336808,866058.5777450299,68.39696781621146,7.246993819730956,124.19176965599436,26.346232129851657,18.930662689832047
2026-03-25,CMP01184,761017.2236822557,112.95886797939616,600408.7747030864,1057189.482547605,1241336.9917658872,75.58502316854941,9.262490210737065,207.56919897296973,5.122888076558532,19.00214199853998
2026-03-26,CMP01184,1508422.3265783065,111.15446354898,9743233.933717811,1708419.159035056,1001281.2522968712,85.95515999322116,9.388049350279548,203.31769685088773,44.82297330570918,11.302016830291969
2026-03-27,CMP01184,2010621.230184344,83.43680306061194,4610332.929387019,1530174.871330175,2053139.81936525,55.65238106439034,4.297030906860808,224.4090457291468,0.0,24.937328481866416
2026-03-28,CMP01184,1536194.971004879,44.87974486904635,4349624.299880258,1129317.9489937648,1448511.2252659716,65.93015890479765,9.116420938158049,166.77708738325867,0.0,28.0028461672363
2026-03-29,CMP01184,1662300.260391971,63.76855935420854,4849459.88807479,1707741.7241638042,765712.9792589932,111.89224400349408,7.574257132151505,234.5092598946807,32.560058294924225,22.191613034546627
2026-03-30,CMP01184,1238095.6666423492,15.67407678923437,5658633.166193344,713350.8213383174,1637037.9616857285,55.53177599718167,7.655068908765442,77.48594875330207,58.86444915434271,16.536745403353287
2026-03-31,CMP01184,1576018.9571163014,2.7425050456524716,2983683.2240212746,669165.7428568192,1847059.2581214132,65.81194903208049,9.468903223664972,219.051054212471,28.494856675240584,22.0099942895038
2026-04-01,CMP01184,774976.7513721674,80.3107090481812,3074510.277179357,681683.8034654192,1474770.615722383,73.73581485208808,7.770317682737239,266.7684664589881,31.331328248342043,20.580682790713603
2026-04-02,CMP01184,1008486.7434573856,66.17222174716252,6917738.90865444,972564.7090491912,1448464.6431612698,83.51070294696568,9.245329837041307,289.47329688223056,32.63108213030024,14.374852144830356
2026-04-03,CMP01184,1103371.6603643738,51.20247358036771,292683.6124008326,1601136.906328897,1571450.0155587646,61.338430564887375,7.0292101214168,287.84357175983996,39.41309083834666,27.46088921159196
2026-04-04,CMP01184,1239591.9477886888,50.634532192989326,5419348.7795415195,1960199.5553382288,815178.1889930865,71.15154875436441,6.881540486909449,177.64700172268434,12.521605990312208,18.124992617495895
2026-04-05,CMP01184,1339574.130739977,21.44744231273728,8192004.468164011,1074864.0517316917,1257532.0918107356,84.85576914588567,7.804121485144447,103.08768344043392,49.825759763646055,25.229908864269195
2026-04-06,CMP01184,1164702.8061216825,74.13885505498807,3789592.0504432255,871241.7768430792,1059602.9965725588,81.24165704623515,7.877282438618915,112.66995725512416,53.11434957272883,20.917885169424505
2026-04-07,CMP01184,1482248.6541713683,77.6643446025504,7026314.858890012,1040881.9885471964,1673523.3914579663,82.22533443122029,7.621112119652376,258.29467577627463,29.8407364103752,15.026818692584468
2026-04-08,CMP01184,1431322.8914934776,69.54653118935013,4776280.461645373,814395.5312163318,1432053.8526307256,56.099368521575755,9.706034192043967,205.86315716553256,79.00960987477839,15.051364966865153
2026-04-09,CMP01184,1585739.2301752206,35.2397602382316,4148833.682274408,785313.70571111,1392627.4673854578,73.05055862279325,6.8940006983935564,155.96769562151823,51.763086450449336,25.252081217289884
2026-04-10,CMP01184,1259553.105799348,111.17717456599308,7058260.876185519,1604323.8667858238,458877.3129138055,68.93600740029163,9.209601591964864,156.14180255304063,44.793410232639246,20.805990052702313
2026-04-11,CMP01184,730786.6835281898,82.52119935868696,5038906.630201622,1633353.946305913,1164685.788219867,72.45082047227231,9.092772066922675,209.6822159681844,41.18987353009343,12.92289614482809
2026-04-12,CMP01184,1058186.9066927969,51.10640820319105,1857341.713134692,1479008.616522179,1586999.6468557047,66.03612236751175,9.766042030494368,264.4675192641912,33.25458785507404,13.929734007038732
2026-04-13,CMP01184,1199335.4446378138,48.27705908009684,4106460.914181387,2326679.668561439,1533350.3552315934,93.31121155890123,7.580438902442596,145.5501035837504,12.77039676963212,25.098262637795173
2026-04-14,CMP01184,1337513.7068737396,111.4083745688723,10714708.115459029,1380932.1810547926,764973.6428993881,71.79513469187367,8.158864945425394,199.344131672099,19.767529002828866,26.28849520431132
2026-04-15,CMP01184,1497078.4886681123,69.86671382030245,8738758.964076504,878101.288011391,806184.2578383454,75.61719300586878,7.345121599300437,95.76872166810313,40.37726504823357,22.14826542195945
2026-04-16,CMP01184,874180.8067917533,72.7438963367899,8052645.819200161,1911810.5776097393,1774891.3969102174,72.16151495833638,7.697756864434044,54.087457630335734,31.036529542020787,19.78010449013765
2026-04-17,CMP01184,577113.0519932507,5.911423233185275,11125246.32991685,1693271.20972049,1116842.4383499636,95.7098355166027,6.5506490537264135,68.98626527389776,6.993848377677036,27.659823693994035
2026-04-18,CMP01184,1717274.7873534276,7.9923890999447025,6732792.534618107,1449648.3115118486,1389938.4004472322,64.01546012118588,8.263525328835508,192.681328531664,22.871235089809,15.29538896812636
2026-04-19,CMP01184,768227.7677871343,49.09002635115705,7421941.599944567,473290.7639046712,1549760.154126165,73.8698711743596,7.567240740860587,287.31187104423793,30.889043763439336,21.27416234630987
2026-04-20,CMP01184,1080113.1910892304,85.45097778223987,4513791.257969699,992575.6515847225,1551643.4085899666,77.00190202906558,7.071978849916582,83.27428239223639,1.9003680098755424,20.44729404146183
2026-04-21,CMP01184,1692621.8330450552,53.16961863591796,4246048.930815587,1779153.331443719,1192189.2973422138,62.83207074699118,8.609537922015257,162.36246360636645,57.380688071836374,18.44074711605153
2026-04-22,CMP01184,956126.1927055604,82.4285854115663,7123822.024934569,2377362.406440539,446412.04428342846,74.40877810548498,6.8163399105450235,389.0126947973994,25.582054902797232,8.767461916378405
2026-04-23,CMP01184,1576182.2292365555,18.81224066364841,1947241.8705303872,1529100.140791157,1313159.6461701368,98.15479050011096,9.926272375710472,116.1818180387514,47.3728515815713,17.40947436061708
2026-04-24,CMP01184,924129.4081033894,71.39818460963446,4598421.085415972,1054988.1680631582,1094313.55032681,55.04555716616553,6.457205007407558,183.83883560601944,47.00624920817375,29.671506930391217
2026-04-25,CMP01184,1200837.0194903172,41.305918724393685,5623277.001204182,1169229.2270488788,1703869.4174699704,70.90204403680679,9.28552831900433,170.37807241860614,64.19104864667462,21.000563584766827
2026-04-26,CMP01184,1716013.5410117684,85.94857969602691,5909082.695706902,532220.0093730993,1571752.4370657792,82.25178585427687,7.5596960300785,101.78231668473734,65.6623967468546,21.617351000822215
2026-04-27,CMP01184,661150.7275499053,80.39266558603967,6658278.520433696,1160742.3050434897,614246.2186388932,64.56274826492279,7.724257358010334,153.32081073013862,24.030234113297503,17.07843093745268
2026-04-28,CMP01184,1023746.6921316003,43.889421633438545,4424242.771586763,1589796.5914361856,1846859.0300033607,63.49042322570122,8.25518045606988,147.83411800055396,21.9481906930945,15.685113885870718
2026-04-29,CMP01184,1405112.9874180984,21.98477695200631,5223163.103188829,1569541.431741784,1189938.3728151654,86.10138630452394,8.029180322061931,218.8271782427624,86.11186494349818,15.98207682460238
2026-04-30,CMP01184,766284.2852203217,32.12745044379486,5535762.426674887,1745476.488181286,2776755.8543860163,51.40368643207828,7.908244961875812,227.6095719493034,52.56256131116521,19.442740101052237
2026-05-01,CMP01184,1703684.4938453524,63.98571491012453,4034999.8383203857,1013898.2205384948,1536895.0047473377,65.61814052267849,8.158636215686123,87.16165661023292,37.0978269000442,13.180039549312728
2026-05-02,CMP01184,584683.6685732425,40.29281057807372,6864120.436990189,448110.18775326456,1570393.475115553,79.23131494183147,7.304036376559029,42.0183211909544,38.4866911905659,16.24444175057072
2026-05-03,CMP01184,1217184.16768771,88.15511284309446,2572749.420973417,2116998.8228594307,1612611.0819723182,75.29807659196082,7.210675287729277,87.21039617848585,45.07980775352039,15.443607003772582
2026-05-04,CMP01184,605142.022052185,56.97235012585885,1759561.6451604548,1402967.7213118074,1074620.8413124164,52.84924024406549,7.392142253111166,215.177716098713,43.77349997543065,14.270115864173228
2026-05-05,CMP01184,755604.5731688312,51.11774651229682,3659759.166491285,681150.2555471247,1097585.8208466298,68.19873389019989,7.840373876871284,173.33311100313767,56.34081928123967,14.565084770468909
2026-05-06,CMP01184,1455300.3413282111,79.57628983693306,3720286.0244649975,1452363.1805220416,559816.7271334197,71.92697066476202,8.19421337882255,261.0396387541268,34.75594948096299,16.47994225491147
2026-05-07,CMP01184,1533914.9565265728,63.5864516756127,2112745.064531148,1212355.951289687,1063676.3351279497,94.98175113801038,9.071919500088864,193.95231867076865,48.09520998968678,12.593569340677746
2026-05-08,CMP01184,1013032.1685559658,2.5627127535481833,8402507.888143681,755235.2782864348,1572058.9914309685,61.47108641077287,7.9280166371941485,256.40513050135684,49.06828485970187,25.626719095263255
2026-05-09,CMP01184,859429.7520893081,53.90081683706083,6602967.347082492,1527444.8322460763,2030295.7581129083,65.25324391200057,8.398403843776725,139.95602763220995,39.7466211065209,18.149721409544007
2026-05-10,CMP01184,636059.341363484,108.43917724260167,3673824.324462318,1201287.5281311926,1216396.0840705445,85.17158086468191,8.378497900131219,157.53756246946563,55.82647196767135,20.568944958156937
2026-05-11,CMP01184,468024.80537170905,9.992588644371814,601553.8534907848,916349.2873511232,1386724.3863105578,75.26203372634858,9.27292735940376,244.5138871093393,19.87276559163512,16.83531173606853
2026-05-12,CMP01184,1705975.226167332,67.19740344935234,5317945.564749039,1790587.170975343,528948.6043545236,86.91992670456145,5.45891972425996,115.30057234556784,15.47774056458758,4.647212067419595
2026-05-13,CMP01184,714577.4596993373,119.4146679763872,7449887.676650125,842623.8705959694,1643096.217621615,63.78529882785217,9.86284853188357,290.02785038410696,46.16108495408928,19.29361463013215
2026-05-14,CMP01184,1367664.609209012,68.86045799940122,2603158.77546795,710630.590448742,2378761.620877301,73.90854055985729,8.58620787977542,147.74836229181966,61.74884227085606,12.574720122737173
2026-05-15,CMP01184,998377.9614107138,77.64420612558517,5253027.671967089,1086996.7289794,1456653.273959454,76.17899809824439,7.313944796424265,188.6945336021697,25.422700373546256,31.687977093058628
2026-05-16,CMP01184,1257246.59742088,65.62376746539235,4267265.566672624,1395574.64723348,1450172.0596684036,65.63776073582333,9.999138397009077,196.66463811887715,35.354706278875454,25.148663885787812
2026-05-17,CMP01184,1351558.211709972,24.349419654327157,6130400.275070363,729267.885981369,1370903.7334054406,62.24929984028127,7.500416748358659,160.57328271926747,14.28716696008539,15.846004460210366
2026-05-18,CMP01184,1301732.514953568,102.09426996043518,2390395.979541235,1127837.8614818873,1007387.773571529,77.34478505506459,7.5014069142519615,177.23161554081662,7.112986617161358,16.862098410384913
2026-05-19,CMP01184,1360678.245428367,79.1939998911076,5379205.250191374,1684256.3814649947,1435543.6900831189,53.834791118314264,9.18504290466722,251.967040361089,32.880625856494895,21.246317989253807
2026-05-20,CMP01184,900091.3637818638,44.06417533513297,4715875.624476962,1439956.6271857854,1720031.6244250163,62.87391842560947,7.479303013045033,175.0796015547545,8.658689365866906,22.04581735643871
2026-05-21,CMP01184,1452604.2217046756,100.36205329951116,7706168.8715136945,918593.5519819852,1210915.3262077218,63.9058966224843,9.267836070585773,0.0,24.758644454547852,21.326922568889906
2026-05-22,CMP01184,1555102.8568370747,52.793109243649425,3807136.911280401,1196815.9923473883,1605630.0970855304,82.38274597740377,8.647736449326525,116.60256737020022,5.935846829531503,18.438151025593136
2026-05-23,CMP01184,1443203.066471971,73.78689405537997,1067097.095113162,1408457.070911681,1862407.0578219583,52.768161653552255,8.738069038694555,156.5799707099687,0.0,24.383438817365505
2026-05-24,CMP01184,1608582.7139456864,29.757956526922687,3021478.5737830647,2431140.9002712844,1702464.1638955723,71.55247767419331,8.864285355770825,206.22879570551703,20.757936086933295,17.991612777661206
2026-05-25,CMP01184,1488758.0667939726,58.897891552540365,9799868.824843068,1138326.7145126606,1546585.5040783032,72.01915442729543,8.014444472463317,108.45618520854978,0.0,28.60837378419539
2026-05-26,CMP01184,1142970.1226354383,51.61459683869158,10018050.66980146,1099465.1645022763,513950.37653779227,85.98154031341585,7.639205801523773,158.54307129442338,44.80454718184247,14.260588595162853
2026-05-27,CMP01184,1486321.661015116,52.272548407532135,4295712.162384155,992004.3985676784,1724152.751800595,75.37541159824193,7.123616408234047,109.02246172462571,14.847233119479744,22.26965387203671
2026-05-28,CMP01184,982631.5946018402,34.17932021666757,9343762.411217865,1228062.5564593,1654484.863238317,102.26146005211018,6.969619947082988,39.03389140007184,9.29870120366882,12.081843065407224
2026-05-29,CMP01184,493582.9976256528,78.64022072199448,606298.1044746712,1309595.9637508623,1786139.4119854611,80.46206726772499,7.815396230952088,50.53539221926441,37.41135862192018,16.355472351849436
2026-05-30,CMP01184,994674.0642508937,49.07517496085358,10730272.515801052,1124094.109135821,1723085.5403121873,89.2083623837536,6.239225457744748,118.62720188367264,51.38197211762518,17.271686651534115
2026-05-31,CMP01184,957843.2058120264,79.59165078395318,5938051.160395519,1283574.9431964,588250.3062993648,80.23925918712783,7.69269012007088,94.1793933712202,48.38615364053267,11.82012104284373
2026-06-01,CMP01184,910533.0527553495,60.682195796397814,4133634.1599971824,1885289.1791600192,904487.9132642886,71.72758338796626,7.51795780093068,228.58816797277217,2.7903565537935293,19.70187156596381
2026-06-02,CMP01184,621997.2582999105,75.58689596472988,8096385.048653996,1327742.1739613742,2046812.0997386207,64.10971050409523,8.814825694547753,249.73257621778492,76.20974158937898,20.24412706536566
2026-06-03,CMP01184,1933317.4803145856,19.50431277716355,4496491.390008773,1725795.94859891,1138356.4960994388,83.12356104582867,7.995994212466625,124.9743735458635,42.376156982426835,24.908057359842157
2026-06-04,CMP01184,1323296.3009436992,78.26784231156697,7324212.066536875,1987800.121392673,1014811.5449549248,87.50018023992791,7.051069284823433,222.76986815906935,46.96361132863285,16.256981730075502
2026-06-05,CMP01184,1233658.5020576967,24.706351471985904,4076027.231062121,1095950.3223016346,846530.3434813458,75.33529345662156,6.840246244564372,111.57335633982304,62.3565342145629,19.24202255689997
2026-06-06,CMP01184,1066747.229985474,51.74744085997587,6229674.3873561565,1565260.493675537,1155603.1196230203,75.93714852840537,7.217789450804627,100.03949938365466,10.482782240751352,14.227593950393736
2026-06-07,CMP01184,1672478.2226010675,39.93236408662314,5389657.564483103,1309025.7553467911,1713775.7182618517,77.7477812769753,8.252826746345828,172.10101275993011,50.908308642586306,19.030951441431835
2026-06-08,CMP01184,1263310.312367276,69.51622425200677,8324821.081944736,1190712.5213000712,1619852.0360787625,72.24738538769074,10.656490287961558,18.19185795320999,48.28904065914625,4.0724278153346845
2026-06-09,CMP01184,1040295.9988488306,61.36603716474009,4612380.538878752,1392703.8079664484,584589.0342474857,74.70529891346874,6.93570779361557,147.26308746304136,6.683735454254947,23.02060200380211
2026-06-10,CMP01184,1047040.5520902062,49.28079463979759,4448912.280572827,1063083.9065286233,1357340.7995237326,79.67980712062177,8.805240397948397,180.7137102754674,7.709006881566463,21.472379626416124
2026-06-11,CMP01184,1783647.0131534413,0.0,5224984.084289562,968995.9128475132,1436179.8326979345,60.6214217050882,9.03949294379628,281.41477961538277,29.398113763701915,19.500176009388426
2026-06-12,CMP01184,1430239.274936356,64.31897004751241,6801083.32616407,2509272.2050303966,1691916.3710928024,70.73732772723892,8.463168013757523,273.2151500206438,55.625653267934624,11.064465152995044
2026-06-13,CMP01184,1596185.397145157,94.47161499325443,5244556.760121328,62130.64997086022,579548.9497551471,40.23986941796563,8.793987698107687,203.12515358577443,0.0,31.36860055088834
2026-06-14,CMP01184,914732.5942066382,70.58199584450514,6534370.455671928,1178702.2973729228,1870629.470323007,86.51901603224076,10.18877201633798,228.9753742665417,0.0,29.152245710788403
2026-06-15,CMP01184,1792950.814380156,26.607144540469783,5972544.747902011,387924.9051370545,1298220.1365837338,86.30794380487103,9.05051357132916,147.78071338479668,60.44684897000309,18.85700840095053
2026-06-16,CMP01184,751182.3420015399,84.03537754260765,3087940.8978012814,1421574.690717054,1555624.8282685962,76.35565058176012,9.658445303755473,242.2775698577616,55.18511853524328,17.161763999890134
2026-06-17,CMP01184,798922.5947900127,35.82857097233354,5481629.439107019,1435300.7415380792,1265662.012733541,87.67740605527474,6.198011714451095,137.27549489768117,45.509770941617795,18.175078416183112
2026-06-18,CMP01184,1173870.8922349324,71.22740571179719,7492734.743905073,1228316.2664679466,540172.7017706103,75.93119927967068,9.01739796565175,124.95115153947724,52.28894216532648,30.856303548235417
2026-06-19,CMP01184,909992.9555079328,57.09687381814873,9446716.774582516,1214727.8348583227,1756095.97794618,87.18850905004642,7.72463059131428,153.82244741460386,30.66387765816403,17.02559136795042
2026-06-20,CMP01184,735872.5121857354,43.22070168489205,5804824.4794970285,1958937.7507431312,1424077.8109020146,91.59593484539954,7.683058940730638,110.3774087899916,30.47469368294278,13.14386603384655
2026-06-21,CMP01184,1304528.211300376,108.48067986085016,5411906.010875855,887781.5858635454,1010339.5759161456,77.95439277516743,7.546136347242988,92.73130032151757,32.34719368369749,11.037213463398238
2026-06-22,CMP01184,1894483.3871205891,83.2499732986864,5990075.506415817,1058263.6600747812,1324816.123810674,98.4189472052206,9.59930497535877,175.32117351354944,0.0,25.77602882502863
2026-06-23,CMP01184,1247824.3656375257,35.16699460904552,7793578.690835325,1119080.9488935212,1528456.0649291468,97.71330472705328,6.294076878499929,249.72962938357935,38.936644948122584,19.136722871590788
2026-06-24,CMP01184,755833.0379741075,39.0025594378336,7910276.959521984,1204131.7039335906,977970.0016676508,73.83538273334251,8.260846350980056,216.9048236542557,33.07716887963792,12.236085425485449
2026-06-25,CMP01184,1351076.2387907228,31.611808541869458,7072664.629178554,878623.0894787314,2066360.367241993,69.88590707285911,7.268902628856856,213.64686334197745,53.09849074517831,22.954355062509975
2026-06-26,CMP01184,1921257.0184353008,64.37810494561164,2059334.6981387415,280123.9121438111,1477938.8894179033,97.7619631505244,11.677425269375227,154.37694400414617,17.267406262018564,11.741215159307178
2026-06-27,CMP01184,948868.0502370116,89.12418926516523,3457711.683268352,894125.6802158869,2094409.4126581163,82.24904125090578,7.876811724655623,212.30416548792527,17.243464144645326,19.812329120744632
2026-06-28,CMP01184,1416690.3453554667,29.10442235402741,6889767.086383343,1491891.328622174,1761116.5038835069,55.68925173345626,8.145341439119855,193.84593211708565,20.375590402290413,14.539412903297183
2026-06-29,CMP01184,2326501.4990203213,35.14532852955753,8616532.445885219,1119086.835272343,2234709.696149557,80.86457097193072,7.315510364686484,0.0,16.24385634663847,12.624661932940086
2026-06-30,CMP01184,1448631.1621874792,71.10026217498533,0.0,650981.5503307126,1667057.966321941,94.90825737946106,6.916962448075345,217.1781414823494,40.98908196739779,20.935549906435533
2026-07-01,CMP01184,1429326.3205598672,48.07543246413192,4748648.765565725,1528474.6129589812,1067083.2531639584,62.08973479161287,9.001221910700568,134.32448553184952,27.406636385104573,32.21376511490165
2026-07-02,CMP01184,1825880.6525168596,44.968842401038586,6619469.5287366565,1828395.6732735704,943957.6591999154,90.7021500517848,7.715110098151049,258.267920198573,34.41885566133801,14.468647633014438
2026-07-03,CMP01184,455548.2429286677,34.20879848485492,4712092.1607624795,1053328.841701212,1503312.178536315,54.13466515864028,7.960171764700782,83.929729472274,42.596497948690825,19.297612811105783
2026-07-04,CMP01184,1410243.8608419087,91.9083351969666,4808152.438241856,1926269.9308330268,1519973.1042234318,85.30650636931978,8.840137854256799,268.10951282177274,38.178072977771805,22.273602556808868
2026-07-05,CMP01184,924778.3619600078,0.0,3003844.178339337,1540186.200316782,1039707.8214466434,74.7718759002168,7.411825238486144,131.1178384741706,19.14861496687621,11.14368328259207
2026-07-06,CMP01184,2229946.036047061,34.239326552019705,2464119.178443137,977623.9189855256,1431308.5320287235,78.54526725731986,8.546552812095358,127.11274394875912,26.957097923032663,19.8669698196555
2026-07-07,CMP01184,1259568.4380064094,93.64288440834189,10325545.712694298,2510120.3403518097,1035620.9748182116,80.00209420948937,8.438290417042662,90.00080570243722,68.31286231056369,24.012728867113857
2026-07-08,CMP01184,1918666.5440103149,30.287386766121017,4452767.5486594075,575037.9165522415,1542870.6061612417,51.9822893353016,9.61231569726631,260.9309212455876,26.46081290217841,15.21945446541674
2026-07-09,CMP01184,1645802.5133939916,58.5094568238787,1917252.8105693865,797458.6124910774,1473302.6102338904,48.33237221283217,8.853676368633488,192.01229732785927,40.31565956827733,17.671102182338927
2026-07-10,CMP01184,1591904.895955549,40.30298811988769,4281706.478664058,998324.6282223858,1196461.693133407,80.30633645941197,7.802497613338207,142.72017875627225,58.45222274814239,19.484868063499743
2026-07-11,CMP01184,1267237.7174598456,89.67449919690742,3255622.0002838657,2348013.4354776065,1013553.4260845812,60.00467050275403,7.757386550276411,166.13867171707994,9.796836543571338,20.918670821796816
2026-07-12,CMP01184,619634.0382833725,65.48154356499799,4647779.741342054,1209538.207965624,1157998.2467193152,79.88736803032519,7.594469415982635,170.25636188292535,32.77826684110163,25.206778428207937
2026-07-13,CMP01184,604165.8168583822,53.804634117821344,3576749.970648489,1541449.3278845632,1117082.1702483175,58.84610330274736,6.434501156606729,72.1597145096482,20.29432670278819,25.79708843448423
2026-07-14,CMP01184,1176446.910895418,99.75292292902736,4434621.487698941,1547991.203655561,1694060.6275393118,77.70922621402549,6.75195497036766,78.50573409257122,15.394325124442382,31.315133774479293
2026-07-15,CMP01184,677058.3876306764,55.82621239310376,7694863.955928321,2274545.416525616,1168006.546755613,70.64162787349719,8.475314532926236,41.259552690053454,40.14714414680866,21.555409255079883
2026-07-16,CMP01184,1452353.4497866114,78.7726742690878,5425564.731196559,1006968.0383211469,1113880.633802077,84.89526285851494,10.910471589426846,104.59656509902332,55.308085503914825,21.71048453473531
2026-07-17,CMP01184,1085424.0877321763,48.99648913586367,2694208.408971414,839300.0133448502,1797360.7900050774,93.740437736324,6.965234266796523,36.382074487082576,38.81855470839221,0.0
2026-07-18,CMP01184,1188323.8409649213,89.32339006085763,4943950.107198388,1879468.716819193,1436242.7171029295,95.75651937884334,7.997550306482193,240.95386498089636,27.60695632471082,13.419057554695046
2026-07-19,CMP01184,1200211.9448747323,29.41652895176033,3415529.352133195,1543726.4664749198,748788.7839899004,79.30150828018444,6.326992712888373,148.41783683471357,33.59709934578877,14.017688198809502
