date,project_id,cloud_cost,orders_processed,dev_cost,budget,it_expense,total_revenue,uptime_minutes,scheduled_minutes,incident_count,downtime_minutes,internal_nps,uptime_rate
2026-05-05,PRJ0082,0.0203686688131129,3.944169745797126,978986.9704423822,1704938.55180694,271538.17948587803,621996.026365024,43116.11414271475,43200.0,0.0,43.59871706299621,41.351976453784594,98.61411407411924
2026-05-06,PRJ0082,0.0852628092328001,17.19228460775491,1491351.937419458,1129052.0859973722,126312.20041287909,3710112.5758468015,43038.92744037859,43200.0,1.8911420772818923,36.102238901866656,31.861082263206267,99.62915856675605
2026-05-07,PRJ0082,0.0915929343504536,11.761530997388054,1345999.938408669,1410484.5221593908,171168.3124873715,3362157.581982463,42986.41278631829,43200.0,3.1210705311237033,25.84273608995501,37.79073049649682,99.23220211721012
2026-05-08,PRJ0082,0.0794906717394684,14.582273575457725,1445735.5283436787,737009.6005060974,165918.53218779585,2991084.488060614,43063.12291138336,43200.0,3.738216412439458,30.25314503391848,55.69457791773523,99.39768133268714
2026-05-09,PRJ0082,0.0900467212519611,14.48402701411013,1553171.312195585,1245877.4785906158,156295.3965591705,3003904.7795769246,43121.91481300494,43200.0,1.2578272696792954,13.90614576463203,70.92637043509976,99.27115458147934
2026-05-10,PRJ0082,0.0398575007577397,1.0316459318654836,1740572.0448510863,1449511.899541142,303068.5318605399,2908368.611913831,43045.42298737342,43200.0,3.595435757901421,36.36685948195089,56.581857397385136,98.64688130452316
2026-05-11,PRJ0082,0.0202414666730601,9.009501875228676,1224882.9017864182,735246.2602598638,226762.70880529544,2782348.34087743,43194.41240430011,43200.0,1.803088079992647,27.608200303349633,54.79658103697217,99.6859181976202
2026-05-12,PRJ0082,0.0549902823797859,12.24451610451854,1833088.4558629768,682293.9823928975,139561.53171426352,3395035.1242488725,43115.19645757804,43200.0,1.802116715669665,31.748266570366457,42.6008406512448,99.30975617430984
2026-05-13,PRJ0082,0.0142395228842951,12.807406389818135,805239.4323641837,1462341.2630994364,205618.58577006913,3650600.207142864,43120.79565748471,43200.0,3.2564620691877773,40.287138395428414,58.70280709497312,98.50771422380882
2026-05-14,PRJ0082,0.0908286328715511,13.433257836625064,1653990.554880366,1565466.7903465847,322250.5447870991,1485578.9800216758,43009.66902552907,43200.0,2.17283137332834,30.39240520157101,55.92862991181499,98.67561413730486
2026-05-15,PRJ0082,0.0484550842194998,25.46049000295298,1469237.270650456,1144141.036080018,168759.41926644818,4064180.4905072902,43069.45308012632,43200.0,3.4781993463131644,7.008478411368088,59.16059664354552,98.07947016916144
2026-05-16,PRJ0082,0.0533478512787709,8.76912105203828,737374.0172309031,1208450.191239968,105613.26471703831,2871557.9634773796,43058.95137203072,43200.0,2.095472331080404,29.224983678016493,51.96722376664899,99.10908069591252
2026-05-17,PRJ0082,0.0358739099050549,13.033349695376842,1232769.9442928897,704451.7951935487,137677.79353846275,3337757.5268991985,42990.7115978306,43200.0,4.493826285506523,49.58119784731618,37.80400700197195,99.5852434265894
2026-05-18,PRJ0082,0.0323343081348165,8.358825818565066,748396.2092768622,1377349.505222225,162679.83386637527,3113435.1047993205,43169.54612900317,43200.0,2.3319930063189704,25.01268410973931,55.879585528908,98.59537670053015
2026-05-19,PRJ0082,0.0511326137492551,11.52600629713847,2342988.1682545445,1115273.8825367186,193715.74251726945,3064160.064955375,43104.65044659878,43200.0,1.8041727413428912,16.521107459764853,52.565074029755785,99.37438908312794
2026-05-20,PRJ0082,0.0932719051389797,8.38222895830691,954013.0445949648,1024625.3856602882,144492.02450757142,3074653.894400317,43080.69163376415,43200.0,1.4524957293458085,43.586182613485605,50.79239471312025,97.6710262534702
2026-05-21,PRJ0082,0.0696891072983888,15.147248895647529,1381775.9430124236,1272819.8744687613,211007.68979181495,2334202.3512416696,43144.696085536736,43200.0,3.7743231547401104,23.194877269135517,35.7663064226318,99.93106458416608
2026-05-22,PRJ0082,0.0509150937515826,15.84342974133451,594036.5496345721,1430381.4916509609,198961.73851376967,2467931.340289997,43097.41626308745,43200.0,1.804046270336584,31.807060863642935,49.00343286982106,99.90214715558146
2026-05-23,PRJ0082,0.0475411238950216,15.68466747283874,1287285.7295548168,364431.1894375675,185856.3476621192,1951496.314732264,43070.90552864419,43200.0,2.196233570604281,14.813225056206685,71.7412565315059,99.19483547203528
2026-05-24,PRJ0082,0.049476410158361,0.0,1542842.4826100364,1574308.9668965102,153603.0403044712,3615857.49331324,43094.56316081379,43200.0,2.585965219706621,37.28042910327628,24.591887751731868,99.32756386104192
2026-05-25,PRJ0082,0.0683355619606184,10.400711056545736,1052239.5571562925,567966.2455811679,321140.7315668797,5041770.811221855,43112.51171492066,43200.0,4.1685672604792625,33.23492599667857,47.7154194900103,99.03113848780627
2026-05-26,PRJ0082,0.120244738728392,6.072238064453788,1498973.2041771747,1158658.009211666,90711.5884403298,1869618.8454814935,43197.50771724197,43200.0,0.6126859353029677,17.43471295188636,64.79707039829577,99.9459499531299
2026-05-27,PRJ0082,0.0720939298891147,12.28762863950419,1720656.8369343549,1485026.2241289243,206033.8779781379,3121363.4487871556,43137.34267585816,43200.0,2.1680586216458075,28.031129608332037,47.20377465604858,98.28026190739244
2026-05-28,PRJ0082,0.0335687680896995,9.208343001281287,1275164.9378538511,1831376.8903105608,207711.86783744613,2730431.736830609,43075.30566999403,43200.0,1.344521118845858,36.25694666762011,65.84870905590853,99.6905565157182
2026-05-29,PRJ0082,0.0322110891240357,2.24185213794102,1712646.144666872,973849.3564906564,251225.4448218736,3509443.7980629117,43035.05473039627,43200.0,1.9610551976020876,66.68126979162722,40.12676415163793,99.5115624608296
2026-05-30,PRJ0082,0.0156182643251626,10.381024476124391,955636.2297523617,2008140.3739269637,149481.38471061637,2158674.7135545984,43023.14170457469,43200.0,3.497141430709801,25.25951957124606,20.46320519034207,99.13237719809496
2026-05-31,PRJ0082,0.0588001655198685,7.438957010234706,1634858.7189407195,1901220.3052278515,329381.9080028183,4216233.196212266,43088.7557204427,43200.0,4.498683623705396,47.13156665330841,69.15967718129679,98.84855642761887
2026-06-01,PRJ0082,0.0548500351681578,16.289888267635387,1384304.39169349,1845963.94765289,197681.7921101074,3382681.3346400447,43079.582164564046,43200.0,0.999400156840903,24.759876936518932,39.2719304047578,98.62152565980244
2026-06-02,PRJ0082,0.0483107526449849,13.088109897594387,526732.5979318033,759932.291976975,141174.23458648258,1818813.5316760563,43106.23355273878,43200.0,4.8999777249760506,61.59338863859921,57.98106923167396,98.6279828736124
2026-06-03,PRJ0082,0.0806860231800832,2.6980990706886256,794866.8476375411,1631005.0219864815,236818.9928130752,3053446.9623626233,43098.61930618785,43200.0,2.498067477358972,23.49337238763358,55.793468361458814,98.3543032010758
2026-06-04,PRJ0082,0.0854824899317607,11.260228753156031,1264057.913703012,2099537.247664704,204639.9525552224,3845671.8160568704,43175.11856103426,43200.0,3.348047002332378,29.156360121160823,32.541303445568175,98.8507054282035
2026-06-05,PRJ0082,0.0399760219325727,13.254989586550971,1376752.161615255,1127750.855012318,246663.22419844987,3024154.4519393547,43115.66254815965,43200.0,1.3142256774848562,19.434491250842036,67.30944292130019,99.38429482248144
2026-06-06,PRJ0082,0.0433056408198045,8.250319553610078,1086976.9575697894,2157585.4103652975,223350.6173116816,4793231.592735252,43169.32003840243,43200.0,4.033412967360202,58.87140167220295,49.49077903488892,99.58479908146934
2026-06-07,PRJ0082,0.044352756807099,0.0,1869213.96697967,1254244.6863139565,137694.1723500216,2306660.05973851,43041.00521770025,43200.0,2.6125042989718223,5.909475900440274,39.81601925163994,97.90131332896884
2026-06-08,PRJ0082,0.0414901846548351,6.371563067703622,1604817.0641529902,2260911.5350110154,300537.4357805672,1746341.720595671,43130.17992464546,43200.0,0.8701903145069252,31.38307188066365,38.237255305264384,99.30237577573796
2026-06-09,PRJ0082,0.0834881010997078,12.986725251913748,1051801.204976916,1679658.3770374605,170451.81522474543,3071104.014265468,43024.677545680126,43200.0,3.5491366306833187,18.59046968360164,59.18950926560954,99.35822459055346
2026-06-10,PRJ0082,0.0333442806756985,10.956840093753286,1564751.7203497742,770034.0332036106,212245.92918598655,3614177.499859205,43168.481345777174,43200.0,2.076026701321011,42.312858244768506,43.97339790450652,98.75412465913814
2026-06-11,PRJ0082,0.0710958968092044,7.599882586892271,2064408.0885718283,1322508.0977043847,140162.91164704034,2868975.8324979814,43083.9348569396,43200.0,3.230761722058719,16.43937430904883,42.70153632903912,100.00304990438012
2026-06-12,PRJ0082,0.043021204014101,16.057062592768474,1065487.3379620963,1602203.1722024295,180531.0225997832,1587071.2230289583,43127.88346963126,43200.0,2.897129990153499,13.619075260863774,55.43570054959682,99.15637806513853
2026-06-13,PRJ0082,0.0330962556964169,8.222636145961525,974738.8874451884,1973952.0883246637,192657.5731520909,4274805.862495974,43104.65810622445,43200.0,3.67451597750018,21.12505978518941,29.67875670407812,98.68303455492864
2026-06-14,PRJ0082,0.079466878648375,9.758301960774428,803606.0796738423,949968.6593003096,152725.35346679285,3742343.9850069648,43111.805401657264,43200.0,3.0368569401834837,0.0788649297426857,65.73200721541323,97.9761855481309
2026-06-15,PRJ0082,0.0678163938105311,12.354363419551031,750288.691825505,1182524.8420801123,172337.1798361764,2740019.881734722,43191.585185120566,43200.0,0.7595178328862904,13.547926081522355,29.766793441640317,99.1933342466124
2026-06-16,PRJ0082,0.0569233184373367,10.398710509129849,939434.961313454,713392.0429808814,306967.7986418321,3398286.186147741,43077.63472383264,43200.0,4.671286809510949,27.070306694053254,46.54506986183293,99.05841855801964
2026-06-17,PRJ0082,0.0047419240379213,11.496137533141914,2033072.0328371157,992899.948106536,141448.22123072145,3968521.27801026,43075.52801487486,43200.0,1.1122122946412727,60.57511310733778,44.02604807213137,99.28282329938658
2026-06-18,PRJ0082,0.0607709686096751,6.029113702067615,757765.8348685293,961584.3221559396,147445.64417341098,3233240.6811197735,43209.248437087954,43200.0,2.520761020121656,42.695762867385525,58.08248676433247,99.49472236777318
2026-06-19,PRJ0082,0.0347696392695384,21.46550572973727,1531883.396721986,1045542.8289157344,198183.3412991497,4224300.454428556,43130.59941690812,43200.0,2.238704607367414,13.593037451964008,35.40433950221307,98.66512481024084
2026-06-20,PRJ0082,0.0658448985406316,13.170207858000722,1032922.0666758608,966663.5561044852,260809.4566555987,2243019.8458245844,43141.31730462128,43200.0,2.595629316926573,40.8761036741959,48.61410641524842,99.46623550711185
2026-06-21,PRJ0082,0.056417505236004,5.12526356883377,906799.4318117528,930709.3649999718,191829.4136877632,2861737.069055767,43142.334277931106,43200.0,1.988945224642948,11.965913900734009,43.05557832820021,99.71248463427727
2026-06-22,PRJ0082,0.038439037770327,17.4453798038837,1006595.0630974176,1248180.6474801342,179030.8612626654,2646977.8234016253,43039.462519632754,43200.0,3.1664387808976,23.016397489523037,43.354536698651074,100.18778624810736
2026-06-23,PRJ0082,0.0498158910592243,4.16510409127123,1538750.153277275,1228723.0359191142,200591.3252296067,3947182.0947209424,42954.6272229813,43200.0,4.092072298481813,48.0700332001709,50.62850000582667,99.14244499758884
2026-06-24,PRJ0082,0.051366544395224,13.381371174832632,934116.6208369494,2050174.7854008717,172293.18271430224,3947209.040156548,43106.07207453416,43200.0,3.4421888626615633,0.0,56.12109185265659,98.4660461861448
2026-06-25,PRJ0082,0.0295411038827488,2.443173455711108,826262.5700780211,1196005.3871698885,216316.33785736753,4155649.551615232,43132.23959065899,43200.0,1.7941463348568116,21.606959866554256,52.21810657882863,98.79313870986545
2026-06-26,PRJ0082,0.043380913723885,6.400512670181801,1559653.4485400289,1337297.0778713322,249283.8476312094,3727136.684558473,43100.02833302461,43200.0,4.334192887881414,32.292911552809116,27.569571746422582,99.26900979279398
2026-06-27,PRJ0082,0.0545245089848803,14.112954263839503,1399286.3098476704,1355361.030893373,145406.19761417923,2019642.4522844136,43282.13708330037,43200.0,2.862271556394851,36.64701483088147,41.12585366330573,99.65957762540732
2026-06-28,PRJ0082,0.0874812443899467,5.461609883707836,1037469.506741059,887830.5763787536,319519.0759147712,3729221.867752538,43123.656065244315,43200.0,1.8101901209309927,59.7776058892192,49.30203408258174,99.57570976661324
2026-06-29,PRJ0082,0.0782950454896337,14.133274823025518,1601427.7542960865,792815.4026867962,240506.92365677725,3394912.4244334656,43121.067827677085,43200.0,1.079781653803097,35.75102644276526,39.39647467274072,98.08151414114134
2026-06-30,PRJ0082,0.0265164104950526,0.7034960587840651,1311906.654518743,2212739.8187399786,257853.56501553673,3674313.5891415654,43143.68161134641,43200.0,1.6687919322124112,31.101264922739706,60.33960992417677,98.49584192689912
2026-07-01,PRJ0082,0.0385090503679217,10.980233589928217,1498001.0435260069,1154473.214666967,76929.92998398215,3427855.24273294,43055.174198841785,43200.0,1.878315513777144,12.110919310757724,55.87326074044986,99.38596342174202
2026-07-02,PRJ0082,0.0320148508246774,14.999074107478894,891672.7864427068,1144693.250609531,254676.1922251436,3267249.507004652,43180.12871583159,43200.0,2.5465117974609415,41.41537644453445,45.39438510256094,98.85503841846756
2026-07-03,PRJ0082,0.0390030936049144,15.349676773271833,1151882.9046803743,974474.6489732869,215247.2926126883,2463633.9263100456,43074.86963418194,43200.0,4.3111242635176374,30.689432605756988,56.60420611116693,99.16370356495833
2026-07-04,PRJ0082,0.0332853513315388,9.292364186563004,1833591.907287612,1451454.8382783611,176836.6076402524,4075473.6857415233,43122.92586323218,43200.0,2.7818306170468476,35.20010212538274,52.80917324658545,98.08213815048624
2026-07-05,PRJ0082,0.0067189302217847,3.4020517715202017,1850157.5382356232,1138670.410196022,257200.76240017396,2205981.098139977,43157.44877795775,43200.0,1.8132284198612916,27.40267389043936,82.81219020823615,98.96756417216088
2026-07-06,PRJ0082,0.053242378097122,17.316073069041483,1211992.296157954,1410731.9094327134,257226.32699061625,2286974.3367379517,43152.182602913024,43200.0,1.5276791458612426,19.24618770022813,36.18681153575502,99.0865898246704
2026-07-07,PRJ0082,0.0488344844986785,8.591770229369164,1815788.700207864,1628902.9906612164,185016.47029319816,3959422.177601926,43154.532140636504,43200.0,2.9064143455766165,54.4548193221665,47.77385855215724,99.03013969063036
2026-07-08,PRJ0082,0.104912300859876,17.488962333022,1619122.4661894704,740249.4105611669,184351.67020173703,2692486.8759356025,43178.20450940356,43200.0,0.0,23.421613382109236,54.71153160906713,99.0963796384002
2026-07-09,PRJ0082,0.0475819105965113,11.513055138666765,994715.6817649292,828701.4994232922,133867.2736013096,3023045.6802379605,43106.80060957737,43200.0,2.4392822591266494,22.32773993249231,71.68038336499313,98.97169583784247
2026-07-10,PRJ0082,0.0448349957786236,2.1266127889559527,1006784.4824528348,1754807.71713981,189442.0384824072,1535696.9862833538,43065.07869410898,43200.0,1.5069367049203126,52.77380362863272,51.03826368965741,98.97711101484548
2026-07-11,PRJ0082,0.049819356942445,0.0,1917122.0386000655,1330472.3431254851,145874.2171551551,2136940.2670588754,43133.9598901664,43200.0,2.539964699959344,39.876368715296024,53.531035492838996,98.8251383773839
2026-07-12,PRJ0082,0.0452627548950917,16.363592067796855,358011.2489752332,1228181.778211784,192214.81573134515,2292509.204423494,43079.73371704437,43200.0,1.6293304802844486,4.558866939003682,62.144888225489126,98.98472025314555
2026-07-13,PRJ0082,0.0268461821873329,6.797136761919072,764640.5372177243,704534.5701669406,186765.52280350795,4090794.666459108,42999.953055690225,43200.0,0.8704019397954139,31.70575749699564,24.71207100195951,98.81796644589056
2026-07-14,PRJ0082,0.0936528928404232,9.578078605467194,356656.7542621017,1334709.5477030338,149217.80981980788,4587846.31019285,43137.600493565,43200.0,2.710404689720451,56.36669037832894,50.82225415270043,99.1316692743674
2026-07-15,PRJ0082,0.0465946219535975,1.3931335235717324,1780204.528578134,1638357.7024764498,195187.45401118975,4505308.522357756,43231.73644878706,43200.0,5.536960166226415,45.74301718717548,60.43270044922018,100.0134006370022
2026-07-16,PRJ0082,0.0395423466803049,12.426554013215105,2364199.2698791744,1599081.801079276,220617.3338364785,3066719.9022199293,43088.89865082763,43200.0,2.413844108300177,28.708589680261255,62.26527543299876,99.02904649453173
2026-07-17,PRJ0082,0.0602991248808404,16.951823891053802,23500.69802227523,1758419.38881456,233364.64384047617,4222144.494498848,43165.258500353455,43200.0,2.8697364844385085,35.29510002065241,39.56487035343561,98.65334798952397
2026-07-18,PRJ0082,0.0781302694683781,11.823828849150916,863355.4369792598,1512650.1436308634,163835.23923710955,3177936.5120214703,43091.54060141286,43200.0,3.1572953511448087,36.129086697984405,58.136087614992675,99.3035108464909
2026-07-19,PRJ0082,0.0389669115393078,7.811540944699454,753275.9775669544,1353555.3671995113,270902.9925476958,3858171.8708239696,43205.28400547974,43200.0,2.5872980875842737,23.664050989324128,54.0438127027205,99.08144791109775
2026-07-20,PRJ0082,0.0461606584997386,15.52815154159535,1417517.4836519237,887480.3749608505,157852.17943857168,2236741.2608004306,43087.40974979255,43200.0,2.5798961220052,16.167315000693577,30.310041863373822,98.71786961650103
2026-07-21,PRJ0082,0.0602353664915941,19.47604190122398,1499230.2800743086,757240.0264941918,210302.41948466175,4117616.375103148,43105.32965021528,43200.0,2.0689078652920214,45.16098833928377,58.60296177236935,98.72202294892604
2026-07-22,PRJ0082,0.0652746739006221,8.622630143029676,1643889.8538723495,1022014.5776718368,144883.52700706045,3079832.6778685474,43062.77608269343,43200.0,3.224179259293316,19.368725216057292,15.643303502012252,98.43852105688036
2026-07-23,PRJ0082,0.0460978979963587,10.93497115206458,456332.2088062463,1504939.6231793782,148415.52609393725,3108928.1532732383,43097.003643444645,43200.0,2.3558521140591733,2.7026264257866117,35.34211544199082,98.94793854068897
2026-07-24,PRJ0082,0.0119058407286594,4.755918422629338,1133749.9854970202,1520587.2271890948,121138.20290453268,5690894.94210222,43101.780166227174,43200.0,2.1593667967789756,0.0,54.25631445691251,99.33242540655218
2026-07-25,PRJ0082,0.0412922270355701,12.709418350853031,1596529.2834128265,1237526.990572583,203691.76875042153,2286861.979003997,43012.51485550428,43200.0,3.0470108852386995,25.80144742841227,26.27112459743978,99.14274570934003
2026-07-26,PRJ0082,0.035374960680912,10.463997388832656,1390737.32139369,745320.5343672449,255905.57885448716,2962774.055338908,43114.21544830772,43200.0,0.5943904872459964,45.923783565715155,57.80982455784968,98.4677135194094
2026-07-27,PRJ0082,0.0751995700698641,5.463449043696281,2069172.2067714853,1347911.7622640266,136241.93541229193,3107095.4554698835,43083.08703750885,43200.0,3.856636796968279,30.486378485801332,36.58043763371707,99.13080726729714
2026-07-28,PRJ0082,0.0505169030954894,7.218902605762026,1454580.8458265436,658156.2270670722,88826.88011403527,2239065.209514452,43175.518226534725,43200.0,2.598694126786495,33.74738575509861,56.811435714313085,99.02411766633674
2026-07-29,PRJ0082,0.0742124482645708,6.945609426711618,1261110.74474806,921157.182649634,84131.90285136501,2524259.6131526288,43091.65670000691,43200.0,3.9966112665635904,31.861369202689197,42.47691640738482,98.93713827885728
2026-07-30,PRJ0082,0.0187875754808991,11.339140626833515,1392976.044757889,1909540.8638770569,245501.72623077023,2755906.1799371014,43137.48826090645,43200.0,4.167540391367595,29.857090782120387,62.068507203981376,99.82213480971215
2026-07-31,PRJ0082,0.0712850343609029,9.47715707978176,1658327.0319471192,1160787.9709200363,216159.4711468366,2509000.291810133,43040.28198337243,43200.0,0.0,43.90841788799806,71.76812049052629,98.9029544632136
2026-08-01,PRJ0082,0.0726705631737958,9.942995650935291,1375929.196355583,1469092.203145369,239200.3053472198,3081787.990274858,43175.66903191592,43200.0,1.8879983513585616,62.09630016541861,40.66337733113361,99.01723861492866
2026-08-02,PRJ0082,0.0245764578574359,4.265641643657978,1223304.5824112764,920856.554075742,162453.0699698366,3090685.5974400435,43200.1802087429,43200.0,3.891820576005943,12.984914138715917,37.55178541725807,99.40055532669662
2026-08-03,PRJ0082,0.0550785665479903,5.718875611955146,1585776.72798234,1941318.2681976808,229075.10068149073,4905969.562904369,43112.36192425366,43200.0,3.066258801975112,20.453829337456614,49.04676832708499,98.73546369482736
2026-08-04,PRJ0082,0.0840431831134789,15.733815365478828,1915467.0211592151,1706227.1153607809,127434.33392141164,1367549.972503357,43111.71838710191,43200.0,0.773557994874277,27.62221560743765,53.04727227004651,98.90451569186506
2026-08-05,PRJ0082,0.0559668834602259,11.295044692190997,1552719.825669536,446413.7707623872,187544.6201053708,2499566.395465364,43116.55507036926,43200.0,3.4504712460040343,21.68359695189673,53.21143418225407,98.46791043971412
2026-08-06,PRJ0082,0.0175483369518867,13.545452537265188,1655919.9114132845,1470966.2027068648,216304.8658725324,129668.5377567578,43123.72245968763,43200.0,3.752801987249915,29.4297924506754,46.19877060281152,99.1110893188946
2026-08-07,PRJ0082,0.0152311112382342,9.079795430084578,644401.716617766,1331254.1200594767,260943.54702379988,3588931.320729098,43106.44813999389,43200.0,3.601248258537906,37.984135973163426,60.530355023541446,98.46060049017832
2026-08-08,PRJ0082,0.0994899241918663,7.43138239032017,1270137.410900141,2088218.983023069,145486.7777971052,2727393.1728821853,43126.091714770875,43200.0,2.2460668943278055,32.79180674437443,43.05495935310402,99.62834535083444
2026-08-09,PRJ0082,0.047514221159834,14.993965190656194,1707955.3775194224,1338961.834860349,204021.5701881804,2397901.8096287707,43052.03890361396,43200.0,2.345496945719327,12.025146175314324,45.390427635689946,99.72334443640284
2026-08-10,PRJ0082,0.0658785404553061,18.605813925759,985803.873163631,635624.8159929491,211839.47735642295,3220314.3226821586,43050.48245173295,43200.0,2.177726174299756,18.41823876128527,39.065182088309605,99.82024648386276
2026-08-11,PRJ0082,0.0496449632425264,11.618944514260455,259580.0059275605,527552.852130003,273208.0784358507,2847452.968301633,43113.72792369631,43200.0,3.1293539233229524,18.9856733234476,34.97990018493039,98.83328869398714
2026-08-12,PRJ0082,0.0620963485134836,11.711204948971544,376512.4386306914,1096927.0514328445,248897.6630109632,1874569.2320458293,43056.748121712735,43200.0,0.03133397503762,17.999120016378612,34.142620955672584,99.41509810690022
2026-08-13,PRJ0082,0.0690290738401699,16.73360709401824,1335775.1739743245,1504036.275688542,237450.28127877577,2532616.5677541383,43167.66508444739,43200.0,1.697174767257448,36.29503592428873,37.700360462417905,98.94624453351231
2026-08-14,PRJ0082,0.0262291956298503,17.574482834240825,1236587.888756005,1342233.6227077236,194346.63349721683,2592566.3770605368,43163.50085775637,43200.0,2.552412113763649,32.374666038938265,32.93440254922025,99.1540579339468
2026-08-15,PRJ0082,0.0452934416254062,16.110625493012673,823184.0258193051,1292980.5012406618,176155.60158500844,2250182.638476333,42956.024272322255,43200.0,3.57886237367361,17.149748341546292,37.20843856859695,98.98254002389608
2026-08-16,PRJ0082,0.0481069573837116,20.93596238560003,985105.2006992009,1399355.2827259684,286381.0459057889,2944850.4896388855,43103.16205422108,43200.0,4.113799785222774,37.920176662678415,49.13323808592076,98.86400438393444
2026-08-17,PRJ0082,0.0783361472882497,13.185510967384566,1465690.8079335014,1483169.7456505385,198641.0602648036,2906247.2251020772,43213.023650524934,43200.0,3.684771811084876,17.354333218948646,83.58835136914641,99.59523957971837
2026-08-18,PRJ0082,0.078322447150146,1.7694578790225286,1348353.3426008115,1574342.6399622962,233816.30584247503,3335951.5658283774,43091.517857373896,43200.0,2.9041956429768314,24.06537144297761,47.71432470804214,98.38198336706084
2026-08-19,PRJ0082,0.0705397789502965,9.238561720932134,934702.8976838517,1389440.1093143935,209690.02841461607,2395049.7629725775,43006.08482579559,43200.0,3.709987738102594,50.5916407940699,49.9896649381531,99.0672228863775
2026-08-20,PRJ0082,0.0523896051362002,8.733723303326988,1823870.055031902,713597.740155283,291210.1918709342,1896020.6847432188,43074.78658906417,43200.0,1.9768267333930816,55.95535744905595,48.445736421459195,98.5203718669417
2026-08-21,PRJ0082,0.0288942504257384,12.29015996077006,1350581.9009705316,1124811.8196819015,108716.99765239758,3779263.036183454,43138.28559829359,43200.0,2.668813647814352,24.364910602038503,55.865462386153425,98.9295269211711
2026-08-22,PRJ0082,0.0383880965363315,0.0,776667.0831037625,1107158.1764491997,197970.93105393727,4419978.6847395,43093.94928057718,43200.0,2.7991829855782826,39.782123976783694,64.47210480519708,99.03914820697858
2026-08-23,PRJ0082,0.0595421427930075,5.540589223723301,775725.6899026299,1064171.1610004583,189197.7237889718,2765156.8917696285,43087.9262771037,43200.0,1.9594014548933971,37.321701676510585,40.96467883856049,99.14722461151597
2026-08-24,PRJ0082,0.058798986832963,0.0,782252.6772624668,1773345.328711897,287724.5170528451,3479875.467188715,43160.487072650285,43200.0,1.1553459810163609,40.86627919439335,50.148055534886765,98.91559134741844
2026-08-25,PRJ0082,0.0302972857467795,14.253957663411216,1771058.373316786,1281955.434362142,241837.272874651,3897839.390827888,43114.61188654541,43200.0,4.285183808222141,29.43045332297028,61.054848555130185,98.69319689688568
2026-08-26,PRJ0082,0.0826262533881514,16.54667187458581,1269087.230723203,1438264.8046009005,232779.57245723472,2578463.722938358,43011.66665239998,43200.0,1.2905868899527346,44.955777892947005,36.65704634287289,100.30320416692868
2026-08-27,PRJ0082,0.047734521884116,17.586065165969032,1241429.1249503724,1033621.562509284,192728.63928188497,2245183.21030607,43008.23235846471,43200.0,2.13837873494982,24.775255931920917,57.553162062279355,99.13087901683912
2026-08-28,PRJ0082,0.0596897951411409,2.134117679820216,452013.3541587627,1576574.8772106697,275607.912466044,2057377.23332874,43101.70276523808,43200.0,2.232516965279432,25.913084908299837,38.93634308373952,99.18201500956974
2026-08-29,PRJ0082,0.0301376078644617,14.723090642757386,1998799.529598168,904898.1719129456,276291.9915239461,1173766.4109626191,43075.91039744135,43200.0,1.642393944050356,20.10979604115717,61.27408271863267,98.6142104526702
2026-08-30,PRJ0082,0.0430270061167988,12.755570299535684,1419463.5879149265,979167.6876367772,271780.9993552357,4728924.986627375,43036.60652654312,43200.0,2.911483813912503,0.0,59.99078775728123,98.37642800576936
2026-08-31,PRJ0082,0.0103266915535366,19.569919253953124,1193581.0843328785,1095104.536972638,217705.81797199952,1959340.6493598605,43047.96999678494,43200.0,0.6934365983057404,41.6499803527283,41.18953586341763,98.8045563519156
2026-09-01,PRJ0082,0.0478711628329444,13.474352943716395,1709888.743608346,2168374.919321408,229141.94916642815,1660892.431361655,43026.8460699309,43200.0,2.5267780487636573,40.95271118605125,42.096230361507175,98.3527753611358
2026-09-02,PRJ0082,0.0574211136428416,8.282092337972788,1416075.551951097,993485.5320598024,178589.5278991241,1695801.089386559,43110.87164660947,43200.0,2.949797390566139,26.693471678156147,48.942019809921085,98.8919587768344
2026-09-03,PRJ0082,0.0952702645886185,25.693116979453396,1790245.6571725889,2028404.296135686,235955.72604920855,4024336.455510017,43198.2988012822,43200.0,1.898677608241531,50.429463458362065,46.96753964436109,98.672034743919
2026-09-04,PRJ0082,0.0485187457088029,6.888786085046155,1385915.682323436,2098592.868541241,282952.6935802663,2635054.973294039,43151.78575516824,43200.0,4.433547271003201,24.34746590062981,47.819832826253766,99.1621870018728
2026-09-05,PRJ0082,0.0128610275210815,7.234361042656946,1468776.4671309155,1551510.4139977817,350543.35186778195,2568880.6650899355,43103.46216597631,43200.0,4.10766297292028,65.05421428103313,46.98003458592613,99.47453114180604
2026-09-06,PRJ0082,0.106737598751001,16.248454587947716,1286327.2996917844,1606832.9882463345,233191.69448051913,3465321.3328419426,43103.160001939665,43200.0,1.9707436430474372,22.274811199613715,50.67052456953394,99.35136104338817
2026-09-07,PRJ0082,0.0451535395499244,20.81490381207736,2235440.0844819997,2176648.6419654284,137248.6692054291,3038703.576695702,43210.26476624839,43200.0,0.0630282241660138,34.752884595805796,46.10476793726414,98.57450243674822
2026-09-08,PRJ0082,0.0449242114323463,10.877422831839366,1323469.4360947611,1859902.3517188176,256176.11039607343,3850002.22307139,43105.118070720615,43200.0,1.3026871616254132,50.720675239813446,32.64616379370533,97.95041411319951
