date,ticket_id,agent_id,support_cost,sla_met,first_contact_resolution,csat_score,first_contact_resolution_rate
2025-11-28,TCK04014,AGT0244,81791.53,No,No,4.56,81.11976936220721
2025-11-29,TCK01686,AGT0221,58900.61,No,Yes,4.29,73.17018880774063
2025-11-30,TCK03009,AGT0265,45238.65,No,No,4.57,72.19129846264863
2025-12-01,TCK07806,AGT0079,57826.66,Yes,Yes,4.3,83.40257532665555
2025-12-02,TCK00154,AGT0026,41303.32,No,Yes,4.6,74.56872892196547
2025-12-03,TCK01409,AGT0243,4570.31,No,No,4.82,72.87148208222429
2025-12-04,TCK00784,AGT0090,47906.28,No,No,4.29,76.65092271706406
2025-12-05,TCK08096,AGT0242,64407.37,Yes,No,4.69,71.41809374582523
2025-12-06,TCK07560,AGT0043,39934.0,Yes,No,4.35,80.60963782045691
2025-12-07,TCK07343,AGT0215,50152.6,Yes,Yes,4.64,75.55436633764221
2025-12-08,TCK07206,AGT0183,51156.18,Yes,Yes,4.82,75.89468518388807
2025-12-09,TCK05596,AGT0031,90293.37,No,Yes,3.99,79.48352141815595
2025-12-10,TCK05801,AGT0096,45835.62,No,Yes,4.27,73.38656551064499
2025-12-11,TCK02806,AGT0272,90287.58,No,Yes,4.48,78.6899036778988
2025-12-12,TCK00537,AGT0066,-15116.33,No,No,4.67,68.4142061999926
2025-12-13,TCK05986,AGT0062,90060.21,Yes,Yes,4.54,68.192936940803
2025-12-14,TCK01841,AGT0088,88753.4,Yes,Yes,4.57,73.12697886586169
2025-12-15,TCK08716,AGT0204,78517.65,Yes,Yes,5.15,82.26765311631812
2025-12-16,TCK06971,AGT0201,3030.84,No,No,4.25,78.71115136689332
2025-12-17,TCK05625,AGT0117,81538.82,Yes,No,4.9,69.80478147851069
2025-12-18,TCK02950,AGT0294,53847.99,Yes,No,4.49,76.03219550719488
2025-12-19,TCK07992,AGT0108,-10372.05,No,No,4.74,82.80569879886741
2025-12-20,TCK04780,AGT0080,88773.38,No,Yes,5.18,73.47783227388983
2025-12-21,TCK02368,AGT0073,92555.15,Yes,Yes,4.78,73.83249407248768
2025-12-22,TCK06655,AGT0133,5813.01,Yes,No,4.69,73.2500259924909
2025-12-23,TCK08173,AGT0079,59690.23,Yes,No,5.03,69.92069661031768
2025-12-24,TCK04495,AGT0139,91115.39,Yes,Yes,4.9,82.94462748978127
2025-12-25,TCK09163,AGT0154,87011.53,Yes,Yes,4.36,68.9687028851917
2025-12-26,TCK06002,AGT0240,76803.02,Yes,No,4.67,72.03558601472034
2025-12-27,TCK06614,AGT0214,-13426.46,No,No,4.11,79.54551327418565
2025-12-28,TCK09358,AGT0272,74043.84,No,No,4.43,80.85495020595096
2025-12-29,TCK05919,AGT0286,49496.62,No,No,4.67,75.12373939950149
2025-12-30,TCK00853,AGT0046,80942.28,Yes,Yes,4.42,75.14413216175663
2025-12-31,TCK04146,AGT0046,61781.68,No,Yes,4.66,69.75794268357303
2026-01-01,TCK01184,AGT0009,115657.38657876714,Yes,No,4.36978675516187,78.72225500083083
2026-01-02,TCK01184,AGT0009,75788.85044670357,Yes,No,4.693912391759301,63.44675775179044
2026-01-03,TCK01184,AGT0009,128902.67057922372,Yes,No,4.575534321488525,82.60183789974407
2026-01-04,TCK01184,AGT0009,81254.51362971285,Yes,No,4.225862396020559,60.260832207618904
2026-01-05,TCK01184,AGT0009,86448.8223993637,Yes,No,4.572283569030134,73.33151502814982
2026-01-06,TCK01184,AGT0009,58776.412058141235,Yes,No,4.898218198899022,70.97132760341226
2026-01-07,TCK01184,AGT0009,51637.64003226911,Yes,No,5.289598343186208,68.41639811124517
2026-01-08,TCK01184,AGT0009,23967.41417381147,Yes,No,4.419019763029304,78.75059491764345
2026-01-09,TCK01184,AGT0009,100140.68607814514,Yes,No,4.5229064891844075,66.95734447152556
2026-01-10,TCK01184,AGT0009,90368.54027163632,Yes,No,4.694435850654117,73.60855859361996
2026-01-11,TCK01184,AGT0009,50233.47798690196,Yes,No,4.814737733970721,75.18065555150129
2026-01-12,TCK01184,AGT0009,42678.22981805457,Yes,No,4.754574515692672,79.42551383259776
2026-01-13,TCK01184,AGT0009,29104.58648988752,Yes,No,4.795017812708332,74.37548558608518
2026-01-14,TCK01184,AGT0009,56680.364465894985,Yes,No,4.521903677849224,76.26339224792426
2026-01-15,TCK01184,AGT0009,62528.17851853362,Yes,No,4.951027429390502,75.51080183596419
2026-01-16,TCK01184,AGT0009,68771.66483710082,Yes,No,4.367065781601017,71.16211757750693
2026-01-17,TCK01184,AGT0009,73995.55245685011,Yes,No,4.658762598357731,70.44455996950005
2026-01-18,TCK01184,AGT0009,47151.20540620365,Yes,No,4.627260672683679,79.00389389322459
2026-01-19,TCK01184,AGT0009,70023.16213837221,Yes,No,4.772631146277323,69.80299838607378
2026-01-20,TCK01184,AGT0009,47078.83825846702,Yes,No,4.573495966838916,76.10340979190123
2026-01-21,TCK01184,AGT0009,96288.26570133927,Yes,No,4.46003970004698,71.90048678683873
2026-01-22,TCK01184,AGT0009,46249.99440107692,Yes,No,4.7713532009125545,76.51878204943117
2026-01-23,TCK01184,AGT0009,86310.90878334045,Yes,No,4.423969919226621,71.14251651974152
2026-01-24,TCK01184,AGT0009,62525.47449882804,Yes,No,4.287717152616011,68.02920217283055
2026-01-25,TCK01184,AGT0009,73080.62581945286,Yes,No,4.271223094264782,82.67186137331821
2026-01-26,TCK01184,AGT0009,64602.24127887763,Yes,No,4.914499038380011,69.20967933488467
2026-01-27,TCK01184,AGT0009,38090.272331826825,Yes,No,4.470884284349459,65.07861223317289
2026-01-28,TCK01184,AGT0009,43906.073872764435,Yes,No,4.709501168614894,74.6931613925908
2026-01-29,TCK01184,AGT0009,38662.104230208715,Yes,No,4.731237961740314,74.83445758483215
2026-01-30,TCK01184,AGT0009,81981.37393275372,Yes,No,4.429587383766971,78.59126845669357
2026-01-31,TCK01184,AGT0009,21013.99880125931,Yes,No,4.133459639263142,74.05985951679948
2026-02-01,TCK01184,AGT0009,43589.13119545549,Yes,No,3.967521782105969,76.31881865530814
2026-02-02,TCK01184,AGT0009,91851.75076815794,Yes,No,4.750600804839614,79.0593362070398
2026-02-03,TCK01184,AGT0009,73893.74229746875,Yes,No,4.113735785220156,74.94655283844234
2026-02-04,TCK01184,AGT0009,51799.10874748111,Yes,No,4.659808060826842,71.81686675383533
2026-02-05,TCK01184,AGT0009,54472.350589130256,Yes,No,4.9757539310446095,78.76431511549005
2026-02-06,TCK01184,AGT0009,30590.54648234304,Yes,No,4.514535207988862,71.39101706284106
2026-02-07,TCK01184,AGT0009,39328.68713355939,Yes,No,4.669111638589356,74.79854494076736
2026-02-08,TCK01184,AGT0009,46491.37151540774,Yes,No,4.430869589039942,73.71790994861935
2026-02-09,TCK01184,AGT0009,34774.9764233539,Yes,No,4.540153852229167,69.78944633982526
2026-02-10,TCK01184,AGT0009,0.0,Yes,No,4.575670904310082,79.65962944902842
2026-02-11,TCK01184,AGT0009,36817.64062641888,Yes,No,4.874280874152976,76.63327208904602
2026-02-12,TCK01184,AGT0009,44738.68285605458,Yes,No,4.713736826845199,86.31216542842363
2026-02-13,TCK01184,AGT0009,31048.473881692036,Yes,No,4.162185472974288,71.69073019409275
2026-02-14,TCK01184,AGT0009,53611.93045556894,Yes,No,4.201292116691934,73.53242692416886
2026-02-15,TCK01184,AGT0009,56814.00629028279,Yes,No,4.844464153129339,79.5760664345762
2026-02-16,TCK01184,AGT0009,54794.86244738937,Yes,No,4.585271920939349,72.61914449682331
2026-02-17,TCK01184,AGT0009,24638.64880153087,Yes,No,4.812110059683982,78.29276104164498
2026-02-18,TCK01184,AGT0009,64368.65098064102,Yes,No,4.05892551898069,79.59151111497061
2026-02-19,TCK01184,AGT0009,99920.18145805746,Yes,No,4.8558829939322425,73.49880760497648
2026-02-20,TCK01184,AGT0009,24876.27800838805,Yes,No,4.874460663371914,70.8182112010673
2026-02-21,TCK01184,AGT0009,22522.14650154656,Yes,No,4.282515878917438,75.84246822189405
2026-02-22,TCK01184,AGT0009,64749.04119923635,Yes,No,4.731822574517978,82.60848697012476
2026-02-23,TCK01184,AGT0009,8004.794438754703,Yes,No,4.4563789520278885,84.21326635893061
2026-02-24,TCK01184,AGT0009,13011.078559983122,Yes,No,4.535811743878085,73.75038365040385
2026-02-25,TCK01184,AGT0009,28499.03611740496,Yes,No,4.416998842201682,75.23070038374377
2026-02-26,TCK01184,AGT0009,93502.01345980458,Yes,No,4.997638789152542,71.80808014039935
2026-02-27,TCK01184,AGT0009,61379.1533608958,Yes,No,4.382035112029454,68.57976144614555
2026-02-28,TCK01184,AGT0009,47883.58180150603,Yes,No,4.892860223727823,80.5680130605945
2026-03-01,TCK01184,AGT0009,102442.51210481412,Yes,No,4.7673996768918006,73.11620733716569
2026-03-02,TCK01184,AGT0009,55919.89623711057,Yes,No,4.859276166562039,69.92166836184752
2026-03-03,TCK01184,AGT0009,2095.6168239998515,Yes,No,5.316698305790834,72.00659287121402
2026-03-04,TCK01184,AGT0009,63791.20177821832,Yes,No,4.39669120166122,79.4475627951863
2026-03-05,TCK01184,AGT0009,33171.213947746524,Yes,No,4.637777177901756,81.83170206771625
2026-03-06,TCK01184,AGT0009,33790.82453027428,Yes,No,4.378918888039075,65.2692188973952
2026-03-07,TCK01184,AGT0009,51912.43479599666,Yes,No,4.352831282901334,82.0556560759225
2026-03-08,TCK01184,AGT0009,33263.4012706373,Yes,No,4.819805126137398,75.07397839757066
2026-03-09,TCK01184,AGT0009,0.0,Yes,No,4.658687722973027,74.93249498915397
2026-03-10,TCK01184,AGT0009,33077.65717005705,Yes,No,4.784274831576581,78.58764258766648
2026-03-11,TCK01184,AGT0009,65120.14396897341,Yes,No,4.993874574498808,79.36332366523884
2026-03-12,TCK01184,AGT0009,92293.89910836965,Yes,No,4.653517282926158,69.1475454194672
2026-03-13,TCK01184,AGT0009,39256.259050159875,Yes,No,4.521600335908222,63.915103104257796
2026-03-14,TCK01184,AGT0009,45001.536506152086,Yes,No,4.4845480278716225,73.68399174003747
2026-03-15,TCK01184,AGT0009,68222.50322494682,Yes,No,4.348651960271126,73.16424976559537
2026-03-16,TCK01184,AGT0009,11535.273874699182,Yes,No,4.288406512159458,63.92126069868114
2026-03-17,TCK01184,AGT0009,40782.76408511902,Yes,No,4.4351619531632585,78.74141851311208
2026-03-18,TCK01184,AGT0009,84338.08636284577,Yes,No,4.437308531847494,82.16480886336755
2026-03-19,TCK01184,AGT0009,51283.8038312799,Yes,No,4.534268421471726,82.14346346261411
2026-03-20,TCK01184,AGT0009,10600.24930872397,Yes,No,4.79705443800346,78.14538032897023
2026-03-21,TCK01184,AGT0009,71795.22970972519,Yes,No,4.286051906002958,82.6737575285224
2026-03-22,TCK01184,AGT0009,71012.65178693905,Yes,No,4.305412223716276,74.96963040554256
2026-03-23,TCK01184,AGT0009,32903.16828224731,Yes,No,4.32454688117847,75.71279303334286
2026-03-24,TCK01184,AGT0009,64403.96200176704,Yes,No,4.481765030531649,73.61795690452156
2026-03-25,TCK01184,AGT0009,63384.984298332856,Yes,No,4.596816936285259,75.61088500325982
2026-03-26,TCK01184,AGT0009,44450.74353467182,Yes,No,4.9271799682927355,75.652157514835
2026-03-27,TCK01184,AGT0009,93093.32679956482,Yes,No,4.788916373568744,78.49747703160685
2026-03-28,TCK01184,AGT0009,26703.311282276773,Yes,No,4.26595804424064,78.68916725930946
2026-03-29,TCK01184,AGT0009,115508.36179700994,Yes,No,4.593678248682988,79.37450235367854
2026-03-30,TCK01184,AGT0009,73316.12605755741,Yes,No,4.239163603169294,72.52326653595992
2026-03-31,TCK01184,AGT0009,50050.89752543595,Yes,No,4.9587958723586185,68.63567734866682
2026-04-01,TCK01184,AGT0009,103326.0409338187,Yes,No,4.664004002160108,79.70007311517422
2026-04-02,TCK01184,AGT0009,55979.01341111474,Yes,No,4.746003822435788,71.11790181386314
2026-04-03,TCK01184,AGT0009,63674.67671089633,Yes,No,4.614519919897478,78.78263820779985
2026-04-04,TCK01184,AGT0009,44242.40840376611,Yes,No,4.62966602102123,70.2713146453337
2026-04-05,TCK01184,AGT0009,100024.65666850052,Yes,No,4.580795467435555,72.80668437693275
2026-04-06,TCK01184,AGT0009,73808.17656479694,Yes,No,4.554497156257439,72.42551484073697
2026-04-07,TCK01184,AGT0009,71401.4182976013,Yes,No,4.569304504178036,74.88558524716993
2026-04-08,TCK01184,AGT0009,0.0,Yes,No,4.402876396720442,75.89965063115368
2026-04-09,TCK01184,AGT0009,32238.883991617386,Yes,No,4.563280686483628,74.33699059797985
2026-04-10,TCK01184,AGT0009,76267.98081372991,Yes,No,4.201883366259633,72.86762701830037
2026-04-11,TCK01184,AGT0009,92314.65087010042,Yes,No,3.956556957477597,77.86080268343308
2026-04-12,TCK01184,AGT0009,31029.28770306692,Yes,No,4.241807703861666,73.03923941081294
2026-04-13,TCK01184,AGT0009,40254.95832170099,Yes,No,4.946412952147681,64.57880116398006
2026-04-14,TCK01184,AGT0009,46844.76264923104,Yes,No,4.695188520534123,76.31631125875319
2026-04-15,TCK01184,AGT0009,52135.80935600596,Yes,No,4.882225818609559,79.52943608369083
2026-04-16,TCK01184,AGT0009,56837.07498451062,Yes,No,4.616693476151364,73.80377511471958
2026-04-17,TCK01184,AGT0009,26286.750014448167,Yes,No,4.698288697392217,78.41958327655533
2026-04-18,TCK01184,AGT0009,55782.50482945403,Yes,No,4.889392969839036,73.11379520765952
2026-04-19,TCK01184,AGT0009,74185.47615310771,Yes,No,4.3001479970504395,67.87596957493521
2026-04-20,TCK01184,AGT0009,77526.18494485218,Yes,No,4.400079465569724,78.29694886182851
2026-04-21,TCK01184,AGT0009,41032.533560983786,Yes,No,4.369109939838547,70.99906829603655
2026-04-22,TCK01184,AGT0009,30230.28557309077,Yes,No,4.38435741197774,79.57297157437603
2026-04-23,TCK01184,AGT0009,72140.77027813741,Yes,No,4.1768055616663435,74.05225596889647
2026-04-24,TCK01184,AGT0009,38857.517450798114,Yes,No,4.4261076767838885,73.66558596761811
2026-04-25,TCK01184,AGT0009,60294.749862079094,Yes,No,5.378955437754425,77.36894814243328
2026-04-26,TCK01184,AGT0009,59358.374972812955,Yes,No,4.854388596270181,76.01143906104966
2026-04-27,TCK01184,AGT0009,101457.6318101031,Yes,No,4.530817686189871,74.09415331069866
2026-04-28,TCK01184,AGT0009,105684.22685777894,Yes,No,4.502770588362267,73.54995432144587
2026-04-29,TCK01184,AGT0009,30252.66168239436,Yes,No,4.73817055422468,77.51145408605692
2026-04-30,TCK01184,AGT0009,83508.81378999227,Yes,No,4.57023839641697,66.40209711392006
2026-05-01,TCK01184,AGT0009,16434.450766482572,Yes,No,4.696059073806669,75.13163423386358
2026-05-02,TCK01184,AGT0009,55386.99795293601,Yes,No,4.622439204151711,78.0681007521434
2026-05-03,TCK01184,AGT0009,22084.54391974683,Yes,No,4.420665794420427,73.6587381953359
2026-05-04,TCK01184,AGT0009,72702.38874936233,Yes,No,4.464843073444692,69.55157412008553
2026-05-05,TCK01184,AGT0009,66997.55023103618,Yes,No,4.619268385900809,70.28753577526648
2026-05-06,TCK01184,AGT0009,51172.77665381749,Yes,No,5.038891837407247,68.06220192128585
2026-05-07,TCK01184,AGT0009,27907.005784695983,Yes,No,4.46542396156076,75.82582518227647
2026-05-08,TCK01184,AGT0009,69388.84360196897,Yes,No,4.662785777517277,80.85207069493117
2026-05-09,TCK01184,AGT0009,76979.62608356513,Yes,No,4.430057482869005,75.0568397919353
2026-05-10,TCK01184,AGT0009,65632.79372987825,Yes,No,4.590908340083539,80.22846207632993
2026-05-11,TCK01184,AGT0009,77789.93896684551,Yes,No,4.503821671570513,70.16249853160703
2026-05-12,TCK01184,AGT0009,67653.9658382303,Yes,No,4.650268551364153,68.91505673280808
2026-05-13,TCK01184,AGT0009,37383.96285348023,Yes,No,4.149413869779533,76.4745084164848
2026-05-14,TCK01184,AGT0009,75540.66427830298,Yes,No,4.281248377661799,76.1316054521202
2026-05-15,TCK01184,AGT0009,33010.152009783335,Yes,No,5.014324963283399,79.5459513134452
2026-05-16,TCK01184,AGT0009,39367.54284592195,Yes,No,4.513159774979235,70.83308071147711
2026-05-17,TCK01184,AGT0009,84854.8606636935,Yes,No,4.794383541539064,79.95488785519956
2026-05-18,TCK01184,AGT0009,54685.01527536923,Yes,No,4.933623782251758,77.46816111604193
2026-05-19,TCK01184,AGT0009,57784.01178816698,Yes,No,4.552611025626269,79.55338353040322
2026-05-20,TCK01184,AGT0009,67659.9139829199,Yes,No,4.346548445159106,78.79474411900945
2026-05-21,TCK01184,AGT0009,92760.94327318676,Yes,No,4.284328589427005,73.91635416590783
2026-05-22,TCK01184,AGT0009,38927.496937415985,Yes,No,4.5664519042429115,78.7536605500911
2026-05-23,TCK01184,AGT0009,47594.84341639332,Yes,No,4.696803643430797,72.13482917250529
2026-05-24,TCK01184,AGT0009,34885.56144153983,Yes,No,4.1612794157665824,67.1441480304817
2026-05-25,TCK01184,AGT0009,85407.29744305651,Yes,No,4.878291389429361,79.57848085983997
2026-05-26,TCK01184,AGT0009,74337.93524008151,Yes,No,4.934082687176728,70.26775203128133
2026-05-27,TCK01184,AGT0009,91715.22604314068,Yes,No,4.395222878485705,77.30963081313021
2026-05-28,TCK01184,AGT0009,79956.86233128115,Yes,No,4.611170794974563,62.92671409992785
2026-05-29,TCK01184,AGT0009,49184.72952965079,Yes,No,4.5554913036908085,74.57300634058912
2026-05-30,TCK01184,AGT0009,86950.21340698037,Yes,No,4.523563900684741,72.23957067653373
2026-05-31,TCK01184,AGT0009,69966.1964677239,Yes,No,4.859661381358182,72.8952763605941
2026-06-01,TCK01184,AGT0009,105762.9404387084,Yes,No,4.204561234291524,80.4619823244757
2026-06-02,TCK01184,AGT0009,42177.13698882975,Yes,No,4.616874077915456,74.639680082413
2026-06-03,TCK01184,AGT0009,61917.196393989485,Yes,No,4.865133710656883,73.41866094400423
2026-06-04,TCK01184,AGT0009,37675.78793724905,Yes,No,4.967690017427421,79.26210976260708
2026-06-05,TCK01184,AGT0009,0.0,Yes,No,4.542131274588611,77.75360212947835
2026-06-06,TCK01184,AGT0009,73614.71755541554,Yes,No,4.6563387315315135,72.56009992628513
2026-06-07,TCK01184,AGT0009,53142.89044526655,Yes,No,4.907998716199049,72.47333361170865
2026-06-08,TCK01184,AGT0009,43382.6444039658,Yes,No,4.320677367465477,76.81343430282502
2026-06-09,TCK01184,AGT0009,70138.61638509412,Yes,No,4.927487902932535,72.48675603082982
2026-06-10,TCK01184,AGT0009,33827.67637872931,Yes,No,4.375310711138986,78.41740851109769
2026-06-11,TCK01184,AGT0009,54796.67616532765,Yes,No,4.467099397669017,71.46327648678005
2026-06-12,TCK01184,AGT0009,26148.57906476951,Yes,No,5.0499520449633275,71.17215296369271
2026-06-13,TCK01184,AGT0009,66830.30635713079,Yes,No,4.496731033044132,65.51197343969758
2026-06-14,TCK01184,AGT0009,72930.19522600499,Yes,No,4.679029420913481,78.92018671287356
2026-06-15,TCK01184,AGT0009,142466.67226791635,Yes,No,4.776641883548476,72.31276422325074
2026-06-16,TCK01184,AGT0009,67598.86519464641,Yes,No,4.490954879200333,75.72477273511738
2026-06-17,TCK01184,AGT0009,63773.84501342801,Yes,No,4.458146657352723,74.12925883621064
2026-06-18,TCK01184,AGT0009,75270.64263486727,Yes,No,4.874235546344264,69.03963054269632
2026-06-19,TCK01184,AGT0009,86320.5788892308,Yes,No,4.7469871564093005,75.8866098392339
2026-06-20,TCK01184,AGT0009,76736.5185888249,Yes,No,4.383318278493014,87.42797058594077
2026-06-21,TCK01184,AGT0009,0.0,Yes,No,4.679387487152813,78.6075940248072
2026-06-22,TCK01184,AGT0009,49017.391122115405,Yes,No,4.336224055885837,66.70755591756007
2026-06-23,TCK01184,AGT0009,113870.36059532165,Yes,No,4.208060095398494,71.46463300053594
2026-06-24,TCK01184,AGT0009,68362.10437391915,Yes,No,4.839354685106945,84.59355738708874
2026-06-25,TCK01184,AGT0009,125545.9977926075,Yes,No,4.085949814723077,73.93488539283408
2026-06-26,TCK01184,AGT0009,44398.35683293093,Yes,No,4.3895328779233225,80.26765103998964
2026-06-27,TCK01184,AGT0009,30925.44277392704,Yes,No,4.208346770330813,71.09611297807722
2026-06-28,TCK01184,AGT0009,59840.35635842789,Yes,No,5.226340797405714,80.21944621510235
2026-06-29,TCK01184,AGT0009,10969.17394247544,Yes,No,4.603596071836964,79.03791547911725
2026-06-30,TCK01184,AGT0009,104232.85056193164,Yes,No,4.448675657088746,70.57204623462802
2026-07-01,TCK01184,AGT0009,66666.90721807622,Yes,No,4.850849473211486,74.26849158311225
2026-07-02,TCK01184,AGT0009,92183.78298077513,Yes,No,4.487449538677485,78.26072838760466
2026-07-03,TCK01184,AGT0009,67410.9833520866,Yes,No,4.697950064729393,79.75058369117329
2026-07-04,TCK01184,AGT0009,53755.5530899745,Yes,No,4.95267852470648,75.0472189987263
2026-07-05,TCK01184,AGT0009,117488.59505196256,Yes,No,4.2429699920835,74.01688092292905
2026-07-06,TCK01184,AGT0009,62209.37962172835,Yes,No,4.515269677167822,71.73057665980753
2026-07-07,TCK01184,AGT0009,40413.50061229243,Yes,No,4.634354378571436,76.08497350803466
2026-07-08,TCK01184,AGT0009,106556.93601766102,Yes,No,4.709066534123085,66.0660555466009
2026-07-09,TCK01184,AGT0009,129356.77092956351,Yes,No,4.840032745895952,76.63435554231113
2026-07-10,TCK01184,AGT0009,37781.718485744146,Yes,No,4.291774966216166,72.72294503156428
2026-07-11,TCK01184,AGT0009,53521.37213966529,Yes,No,4.229879882346059,71.5808242842674
2026-07-12,TCK01184,AGT0009,0.0,Yes,No,4.493462865798224,81.72019869848506
2026-07-13,TCK01184,AGT0009,22683.00863519807,Yes,No,4.151379026423806,65.57214812553883
2026-07-14,TCK01184,AGT0009,90678.41324210448,Yes,No,4.627985949779841,79.28769966627252
2026-07-15,TCK01184,AGT0009,33889.7104892887,Yes,No,4.857312058909614,68.85032082391434
2026-07-16,TCK01184,AGT0009,56716.27950323528,Yes,No,4.710532293838728,79.93516126267835
2026-07-17,TCK01184,AGT0009,42921.78518158907,Yes,No,4.457652540668284,79.14181878933762
2026-07-18,TCK01184,AGT0009,45570.161460908035,Yes,No,4.776440565126355,79.8185184007636
2026-07-19,TCK01184,AGT0009,45056.25396703926,Yes,No,4.966624856050877,78.80834917388023
2026-07-20,TCK01184,AGT0009,95956.95178137143,Yes,No,4.69783940999585,85.80054124912493
2026-07-21,TCK01184,AGT0009,51154.55100745571,Yes,No,4.9234125496198295,73.81656877973305
2026-07-22,TCK01184,AGT0009,50142.088547478736,Yes,No,4.2856018313944935,80.50874627100788
2026-07-23,TCK01184,AGT0009,104065.49293105784,Yes,No,5.057351760763613,72.22442522565552
2026-07-24,TCK01184,AGT0009,52197.942318740344,Yes,No,4.5889980801316765,64.14033450174793
2026-07-25,TCK01184,AGT0009,45212.023662110005,Yes,No,4.665954096235623,80.56727377628876
2026-07-26,TCK01184,AGT0009,109738.62079436432,Yes,No,4.067387195985299,70.4131783352929
2026-07-27,TCK01184,AGT0009,78983.3427541297,Yes,No,5.09961879526844,79.34188521556703
2026-07-28,TCK01184,AGT0009,39327.913727688065,Yes,No,4.388816437859422,79.05181110083241
2026-07-29,TCK01184,AGT0009,15633.79752969108,Yes,No,4.489562531665486,80.20914941721922
2026-07-30,TCK01184,AGT0009,7206.025982660234,Yes,No,4.490091186845119,70.23666082959035
2026-07-31,TCK01184,AGT0009,12348.833557650156,Yes,No,4.331713763642528,74.69734568873541
2026-08-01,TCK01184,AGT0009,69666.72327212364,Yes,No,4.4279658868855964,79.30948248285594
2026-08-02,TCK01184,AGT0009,10537.714004776455,Yes,No,4.533532599185731,73.19873900277886
2026-08-03,TCK01184,AGT0009,45491.26662938023,Yes,No,4.545131396738065,66.17355703365845
2026-08-04,TCK01184,AGT0009,98102.43946699264,Yes,No,3.95338428759871,71.13630412677121
2026-08-05,TCK01184,AGT0009,33242.34971741776,Yes,No,4.668122126071681,65.9556346757026
2026-08-06,TCK01184,AGT0009,23630.19778884312,Yes,No,4.748888250594481,77.35427376516677
2026-08-07,TCK01184,AGT0009,91312.63705778604,Yes,No,4.88114816366207,73.44960293513371
2026-08-08,TCK01184,AGT0009,0.0,Yes,No,4.369820301839368,66.93358792154194
2026-08-09,TCK01184,AGT0009,27625.886660942237,Yes,No,4.80739120072513,73.80112742153305
2026-08-10,TCK01184,AGT0009,52051.477380111086,Yes,No,4.426650985820827,60.8974858258066
2026-08-11,TCK01184,AGT0009,29955.946340970662,Yes,No,4.663766572354502,73.92331077816368
2026-08-12,TCK01184,AGT0009,25921.467289615182,Yes,No,4.763729299242177,74.5108530903886
2026-08-13,TCK01184,AGT0009,31849.855089492332,Yes,No,4.438076480890347,67.4555034543475
2026-08-14,TCK01184,AGT0009,16221.70278317816,Yes,No,4.345624881324795,68.22038346668964
2026-08-15,TCK01184,AGT0009,85048.55039949187,Yes,No,4.68977988647414,78.86721350905505
2026-08-16,TCK01184,AGT0009,66618.4453112525,Yes,No,4.461099464737177,81.87020659352369
2026-08-17,TCK01184,AGT0009,77109.44030633882,Yes,No,4.664292167274123,77.0364545080881
2026-08-18,TCK01184,AGT0009,13959.68087369226,Yes,No,4.306803454318391,59.269776819896634
2026-08-19,TCK01184,AGT0009,83194.03270489503,Yes,No,4.726336244725747,77.82424943541594
2026-08-20,TCK01184,AGT0009,22062.971382476582,Yes,No,4.654396157717841,77.86348923082949
2026-08-21,TCK01184,AGT0009,22601.427309408675,Yes,No,4.447154342600863,76.80257095335494
2026-08-22,TCK01184,AGT0009,82981.69409946151,Yes,No,4.316645496149823,79.18800395356216
2026-08-23,TCK01184,AGT0009,44938.093921536885,Yes,No,4.288364852530302,73.8612017033877
2026-08-24,TCK01184,AGT0009,32798.422634570656,Yes,No,4.455371500823928,74.26659639670041
2026-08-25,TCK01184,AGT0009,59610.73137829687,Yes,No,4.79520033229057,74.36417341412059
2026-08-26,TCK01184,AGT0009,18304.25892147089,Yes,No,4.524444030711081,71.91388353179899
2026-08-27,TCK01184,AGT0009,105214.76925262727,Yes,No,4.5212458628901375,78.37612997312712
2026-08-28,TCK01184,AGT0009,97764.18324040504,Yes,No,5.094586467993844,78.16422181200986
2026-08-29,TCK01184,AGT0009,50509.17685987017,Yes,No,4.563804476327252,75.31037063878483
2026-08-30,TCK01184,AGT0009,0.0,Yes,No,4.516546488297029,73.46462042952525
2026-08-31,TCK01184,AGT0009,38764.70668137206,Yes,No,4.4553868082977,85.6934562450242
2026-09-01,TCK01184,AGT0009,55916.020552679074,Yes,No,4.801201344479766,72.71616342986154
2026-09-02,TCK01184,AGT0009,47824.403545631205,Yes,No,4.468208433023257,71.46932752717966
2026-09-03,TCK01184,AGT0009,86448.52363804613,Yes,No,4.247184226656447,80.18258236982298
2026-09-04,TCK01184,AGT0009,66084.8231567528,Yes,No,4.384743264040051,78.94160578876273
2026-09-05,TCK01184,AGT0009,80417.76801322945,Yes,No,4.466783883837175,78.7413197404124
2026-09-06,TCK01184,AGT0009,51275.35252885747,Yes,No,4.901115039007435,65.76153067757366
2026-09-07,TCK01184,AGT0009,42003.34209688541,Yes,No,4.469426582999263,71.97249920262564
2026-09-08,TCK01184,AGT0009,93896.58463672562,Yes,No,4.603093431167686,74.57666589796159
2026-09-09,TCK01184,AGT0009,0.0,Yes,No,4.763798605344349,72.44236965508674
2026-09-10,TCK01184,AGT0009,68343.58970197436,Yes,No,4.877205696980367,73.98899778618129
2026-09-11,TCK01184,AGT0009,83189.80668010471,Yes,No,4.361278869807103,78.83133311449022
2026-09-12,TCK01184,AGT0009,22075.45103496417,Yes,No,4.226708472919622,86.94471694669555
